,DraftYear,Player,College.Univ,Pos,Height.inches,Weight,Wonderlic,Forty.Yard.Dash,Bench.225.Reps,Vert.Leap.inches,Broad.Jump.inches,Shuttle,X3Cone,Forty.Timed.Outside.Combine,Bench.Pressed.Weight,Benched.to.Weight,Player.Height,Player.Vertical,Player.Broad.Jump
2653,2010,Kyle Calloway,Iowa,OT,79,323,NA,5.46,22,23.5,NA,4.86,7.96,FALSE,4950,15.3250774,6.5833307,1.95833255,NA
2654,2011,Kyle Hix,University of Texas,OT,79,319,NA,5.44,24,32,104,4.78,7.77,FALSE,5400,16.92789969,6.5833307,2.6666656,8.6666632
2655,2002,Kyle Johnson,Syracuse,FB,73,242,NA,4.74,22,34,119,4.35,7.4,FALSE,4950,20.45454545,6.0833309,2.8333322,9.9166627
2656,2010,Kyle Jolly,North Carolina,OT,78,311,NA,5.36,20,21.5,NA,4.87,7.89,FALSE,4500,14.46945338,6.4999974,1.79166595,NA
2657,2002,Kyle Kosier,Arizona State,OT,77,293,NA,5.09,24,29.5,108,4.49,7.34,FALSE,5400,18.43003413,6.4166641,2.45833235,8.9999964
2658,2009,Kyle Link,McNeese State,OT,78,305,NA,5.48,19,NA,NA,NA,NA,TRUE,4275,14.01639344,6.4999974,NA,NA
2659,2013,Kyle Long,Oregon,OT,78,313,NA,4.94,NA,28,107,4.63,7.83,TRUE,NA,NA,6.4999974,2.3333324,8.9166631
2660,2010,Kyle McCarthy,Notre Dame,SS,73,205,NA,4.58,24,34,117,4.13,6.74,FALSE,5400,26.34146341,6.0833309,2.8333322,9.7499961
2661,2009,Kyle Moore,University of Southern California,DE,77,272,NA,4.81,22,30.5,105,4.47,7.4,FALSE,4950,18.19852941,6.4166641,2.54166565,8.7499965
2662,2005,Kyle Orton,Purdue,QB,76,233,27,5.06,NA,26.5,NA,4.54,7.39,FALSE,NA,NA,6.3333308,2.20833245,NA
2663,2001,Kyle Vanden Bosch,Nebraska,DE,76,270,NA,4.75,26,36.5,119,4.08,6.82,FALSE,5850,21.66666667,6.3333308,3.04166545,9.9166627
2664,2012,Kyle Wilber,Wake Forest,OLB,76,249,NA,4.86,25,33,117,4.31,7.11,FALSE,5625,22.59036145,6.3333308,2.7499989,9.7499961
2665,2010,Kyle Williams,Arizona State,WR,70,188,NA,4.4,11,33,118,4.19,7,FALSE,2475,13.16489362,5.833331,2.7499989,9.8333294
2666,2010,Kyle Wilson,Boise State,CB,70,194,NA,4.43,25,NA,NA,NA,NA,TRUE,5625,28.99484536,5.833331,NA,NA
2667,2008,Kyle Wright,University of Miami,QB,76,218,NA,4.85,NA,25.5,105,4.32,7.34,FALSE,NA,NA,6.3333308,2.12499915,8.7499965
2668,2001,Kynan Forney,Hawaii,OG,75,312,NA,5.28,23,27,97,4.77,8.5,FALSE,5175,16.58653846,6.2499975,2.2499991,8.0833301
2669,1999,L.J. Shelton,Eastern Michigan,OT,78,341,NA,5.44,22,29.5,100,4.77,7.87,FALSE,4950,14.51612903,6.4999974,2.45833235,8.33333
2670,2003,L.J. Smith,Rutgers,TE,75,258,NA,4.62,26,37,122,4.25,6.74,FALSE,5850,22.6744186,6.2499975,3.0833321,10.1666626
2671,2003,LaBrandon Toefield,Louisiana State University,RB,71,233,NA,4.6,19,NA,NA,NA,NA,TRUE,4275,18.34763948,5.9166643,NA,NA
2672,2001,LaDainian Tomlinson,Texas Christian University,RB,70,221,NA,4.46,18,40.5,NA,4.21,6.84,FALSE,4050,18.32579186,5.833331,3.37499865,NA
2673,2012,Ladarius Green,Louisiana-Lafayette,TE,78,238,NA,4.53,16,34,124,4.47,7.12,FALSE,3600,15.12605042,6.4999974,2.8333322,10.3333292
2674,2002,Ladell Betts,Iowa,RB,71,220,NA,4.62,23,38,116,4.06,7.06,FALSE,5175,23.52272727,5.9166643,3.1666654,9.6666628
2675,2011,Ladi Ajiboye,South Carolina,DT,73,297,NA,5.31,23,24,91,4.71,7.72,FALSE,5175,17.42424242,6.0833309,1.9999992,7.5833303
2676,2002,Lamar Gordon,North Dakota State,RB,73,214,NA,4.55,16,34,119,NA,NA,FALSE,3600,16.82242991,6.0833309,2.8333322,9.9166627
2677,2000,Lamar Grant,Duke,CB,71,188,NA,4.62,16,32,117,4.3,7.3,FALSE,3600,19.14893617,5.9166643,2.6666656,9.7499961
2678,2012,Lamar Holmes,Southern Mississippi,OT,77,323,NA,5.41,22,27,104,4.8,7.74,FALSE,4950,15.3250774,6.4166641,2.2499991,8.6666632
2679,1999,Lamar King,Saginaw Valley State,DE,75,299,NA,4.77,22,30,108,4.28,7.4,FALSE,4950,16.55518395,6.2499975,2.499999,8.9999964
2680,2013,Lamar Mady,Youngstown State,OG,74,317,NA,5.48,35,23,95,4.82,8.07,TRUE,7875,24.84227129,6.1666642,1.9166659,7.9166635
2681,2012,Lamar Miller,University of Miami,RB,71,212,NA,4.4,NA,33,NA,NA,NA,FALSE,NA,NA,5.9166643,2.7499989,NA
2682,2003,LaMarcus McDonald,Texas Christian University,ILB,73,227,NA,4.99,NA,31,110,4.44,7.6,FALSE,NA,NA,6.0833309,2.5833323,9.166663
2683,2010,Lamarr Houston,University of Texas,DT,75,305,NA,4.84,30,33.5,114,4.71,7.61,FALSE,6750,22.13114754,6.2499975,2.79166555,9.4999962
2684,2012,LaMichael James,Oregon,RB,68,194,NA,4.45,15,35,123,4.12,6.88,FALSE,3375,17.39690722,5.6666644,2.9166655,10.2499959
2685,2000,Lamont Bryant,Notre Dame,DE,76,260,NA,4.91,17,NA,NA,NA,NA,FALSE,3825,14.71153846,6.3333308,NA,NA
2686,1999,Lamont Green,Florida,OLB,75,226,NA,4.76,18,33,114,4.48,7.66,FALSE,4050,17.92035398,6.2499975,2.7499989,9.4999962
2687,2001,Lamont Jordan,Maryland,RB,70,234,NA,4.57,24,37,NA,NA,NA,FALSE,5400,23.07692308,5.833331,3.0833321,NA
2688,2005,Lamont Reid,North Carolina State,CB,71,195,NA,4.53,15,40.5,124,4.28,7.18,FALSE,3375,17.30769231,5.9166643,3.37499865,10.3333292
2689,2002,Lamont Thompson,Washington State,FS,73,220,NA,4.59,12,33.5,120,NA,NA,FALSE,2700,12.27272727,6.0833309,2.79166555,9.999996
2690,2003,Lance Briggs,Arizona,ILB,73,242,NA,4.75,25,33,113,NA,NA,FALSE,5625,23.24380165,6.0833309,2.7499989,9.4166629
2691,2011,Lance Kendricks,Wisconsin,TE,75,243,NA,4.65,25,34.5,122,4.15,6.94,FALSE,5625,23.14814815,6.2499975,2.87499885,10.1666626
2692,2005,Lance Mitchell,Oklahoma,ILB,74,247,NA,4.85,15,33.5,NA,4.41,7.49,FALSE,3375,13.66396761,6.1666642,2.79166555,NA
2693,2003,Lance Nimmo,West Virginia,OT,77,303,NA,5.28,20,27,90,4.96,8.21,FALSE,4500,14.85148515,6.4166641,2.2499991,7.499997
2694,2004,Landon Johnson,Purdue,OLB,74,223,NA,4.65,20,37.5,120,4.08,7.01,FALSE,4500,20.1793722,6.1666642,3.12499875,9.999996
2695,2013,Landry Jones,Oklahoma,QB,76,225,NA,5.11,NA,31,115,4.3,7.12,TRUE,NA,NA,6.3333308,2.5833323,9.5833295
2696,2004,Lane Danielson,Iowa State,WR,73,197,NA,4.6,NA,31,117,4.07,6.73,FALSE,NA,NA,6.0833309,2.5833323,9.7499961
2697,2013,Lane Johnson,Oklahoma,OT,78,303,NA,4.72,28,34,118,4.52,7.31,TRUE,6300,20.79207921,6.4999974,2.8333322,9.8333294
2698,2013,Lanear Sampson,Baylor,WR,71,204,NA,4.46,20,33.5,119,4.38,7.1,TRUE,4500,22.05882353,5.9166643,2.79166555,9.9166627
2699,2003,Langston Moore,South Carolina,DT,73,303,NA,5.04,29,32,104,4.29,7.64,FALSE,6525,21.53465347,6.0833309,2.6666656,8.6666632
2700,2002,Langston Walker,California,OT,80,344,NA,5.26,21,28.5,102,4.95,8.09,FALSE,4725,13.73546512,6.666664,2.37499905,8.4999966
2701,2009,Lardarius Webb,Nicholls State,CB,70,179,NA,4.35,15,36.5,121,4.1,6.77,FALSE,3375,18.8547486,5.833331,3.04166545,10.0833293
2702,2007,LaRon Landry,Louisiana State University,FS,73,213,NA,4.35,NA,37.5,123,NA,NA,FALSE,NA,NA,6.0833309,3.12499875,10.2499959
2703,2010,Larry Asante,Nebraska,SS,73,212,NA,4.62,14,37.5,118,4.17,7,FALSE,3150,14.85849057,6.0833309,3.12499875,9.8333294
2704,2007,Larry Birdine,Oklahoma,DE,76,261,NA,5.02,21,32,107,4.76,7.47,FALSE,4725,18.10344828,6.3333308,2.6666656,8.9166631
2705,2005,Larry Brackins,Pearl River,WR,77,205,NA,4.58,NA,35,112,4.44,7.16,FALSE,NA,NA,6.4166641,2.9166655,9.3333296
2706,2007,Larry Brown,Oklahoma State,DT,75,297,NA,5.2,22,27,108,4.81,7.67,FALSE,4950,16.66666667,6.2499975,2.2499991,8.9999964
2707,1999,Larry Brown,Georgia,TE,77,278,NA,4.94,20,34,113,4.5,7.35,FALSE,4500,16.18705036,6.4166641,2.8333322,9.4166629
2708,2005,Larry Burt,Miami of Ohio,DT,74,305,NA,5.36,22,28,98,4.75,8.03,FALSE,4950,16.2295082,6.1666642,2.3333324,8.1666634
2709,2009,Larry English,Northern Illinois,OLB,74,255,NA,4.82,24,36,107,4.38,7.26,FALSE,5400,21.17647059,6.1666642,2.9999988,8.9166631
2710,2002,Larry Foote,Michigan,OLB,73,231,NA,4.83,24,30,NA,4.41,7.18,FALSE,5400,23.37662338,6.0833309,2.499999,NA
2711,2000,Larry Foster,Louisiana State University,WR,70,198,NA,4.55,NA,37,121,4.06,6.88,FALSE,NA,NA,5.833331,3.0833321,10.0833293
2712,2008,Larry Grant,Ohio State,OLB,73,235,NA,4.76,20,31.5,113,4.22,6.77,FALSE,4500,19.14893617,6.0833309,2.62499895,9.4166629
2713,2003,Larry Johnson,Penn State,RB,73,228,NA,4.55,19,NA,NA,NA,NA,TRUE,4275,18.75,6.0833309,NA,NA
2714,2002,Larry Ned,San Diego State,RB,71,219,NA,4.62,15,34.5,120,NA,7.12,FALSE,3375,15.4109589,5.9166643,2.87499885,9.999996
2715,1999,Larry Parker,University of Southern California,WR,73,200,NA,4.46,NA,35.5,118,NA,NA,FALSE,NA,NA,6.0833309,2.95833215,9.8333294
2716,1999,Larry Smith,Florida State,DT,77,288,NA,5.12,22,30,111,4.39,7.72,FALSE,4950,17.1875,6.4166641,2.499999,9.2499963
2717,2002,Larry Tripplett,University of Washington,DT,74,305,NA,4.93,NA,30,102,4.35,NA,FALSE,NA,NA,6.1666642,2.499999,8.4999966
2718,2013,Larry Warford,Kentucky,OG,75,332,NA,5.58,28,22.5,96,5.1,7.78,TRUE,6300,18.97590361,6.2499975,1.87499925,7.9999968
2719,2001,LaShaun Mack,Norfolk State,C,75,299,NA,5.56,17,26.5,92,4.99,8.59,FALSE,3825,12.79264214,6.2499975,2.20833245,7.6666636
2720,2003,LaTarence Dunbar,Texas Christian University,WR,71,196,NA,4.52,NA,34,122,4.35,7.41,FALSE,NA,NA,5.9166643,2.8333322,10.1666626
2721,2007,Laurent Robinson,Illinois State,WR,74,199,NA,4.38,19,39,127,4.28,6.83,FALSE,4275,21.48241206,6.1666642,3.2499987,10.5833291
2722,2003,Lauvale Sape,Utah,DT,74,297,NA,5.21,NA,31.5,111,4.72,7.73,FALSE,NA,NA,6.1666642,2.62499895,9.2499963
2723,2013,Lavar Edwards,Louisiana State University,DE,76,277,NA,4.8,NA,33,119,4.51,7.03,TRUE,NA,NA,6.3333308,2.7499989,9.9166627
2724,2002,LaVar Glover,Cincinnati,CB,70,177,NA,4.59,11,37,117,4.29,7.18,FALSE,2475,13.98305085,5.833331,3.0833321,9.7499961
2725,2008,Lavelle Hawkins,California,WR,71,187,NA,4.57,14,NA,117,NA,NA,FALSE,3150,16.84491979,5.9166643,NA,9.7499961
2726,2000,Laveranues Coles,Florida State,WR,71,192,NA,4.41,NA,34,115,4.39,6.89,FALSE,NA,NA,5.9166643,2.8333322,9.5833295
2727,2012,LaVon Brazill,Ohio,WR,71,192,NA,4.48,11,32,NA,NA,NA,FALSE,2475,12.890625,5.9166643,2.6666656,NA
2728,2012,Lavonte David,Nebraska,OLB,72,233,NA,4.65,19,36,119,4.22,7.28,FALSE,4275,18.34763948,5.9999976,2.9999988,9.9166627
2729,2003,Lawrence Flugence,Texas Tech,ILB,73,239,NA,4.87,23,34,106,4.36,7.4,FALSE,5175,21.65271967,6.0833309,2.8333322,8.8333298
2730,2011,Lawrence Guy,Arizona State,DT,76,305,NA,4.96,28,29,NA,4.43,7.6,FALSE,6300,20.6557377,6.3333308,2.4166657,NA
2731,2008,Lawrence Jackson,University of Southern California,DE,76,271,NA,4.82,31,31,108,4.4,7.08,FALSE,6975,25.73800738,6.3333308,2.5833323,8.9999964
2732,2004,Lawrence Richardson,Arkansas,CB,69,194,NA,4.62,8,31,112,NA,NA,FALSE,1800,9.278350515,5.7499977,2.5833323,9.3333296
2733,2009,Lawrence Sidbury,Richmond,DE,75,266,NA,4.53,28,35,120,4.43,7.46,FALSE,6300,23.68421053,6.2499975,2.9166655,9.999996
2734,2002,Lawrence Story,Jackson State,WR,77,205,NA,4.63,NA,33.5,114,4.16,7.06,FALSE,NA,NA,6.4166641,2.79166555,9.4999962
2735,2007,Lawrence Timmons,Florida State,OLB,73,234,NA,4.66,25,35,123,4.32,6.92,FALSE,5625,24.03846154,6.0833309,2.9166655,10.2499959
2736,2006,Lawrence Vickers,Colorado,FB,73,245,NA,4.82,21,30.5,104,4.64,7.75,FALSE,4725,19.28571429,6.0833309,2.54166565,8.6666632
2737,2011,Lawrence Wilson,Connecticut,OLB,73,229,NA,4.71,24,32.5,113,4.5,7.23,FALSE,5400,23.58078603,6.0833309,2.70833225,9.4166629
2738,2011,Lazarius Levingston,Louisiana State University,DE,76,292,NA,4.93,NA,29.5,104,4.62,7.29,FALSE,NA,NA,6.3333308,2.45833235,8.6666632
2739,1999,LC Stevens,North Carolina,WR,76,215,NA,4.63,NA,35,119,4.24,7.24,FALSE,NA,NA,6.3333308,2.9166655,9.9166627
2740,2007,Le'Ron McClain,Alabama,FB,73,256,NA,4.85,14,29.5,113,4.47,7.14,FALSE,3150,12.3046875,6.0833309,2.45833235,9.4166629
2741,2013,Le'Veon Bell,Michigan State,RB,73,230,NA,4.6,24,31.5,118,4.24,6.75,TRUE,5400,23.47826087,6.0833309,2.62499895,9.8333294
2742,2000,Leander Jordan,Indiana University of Pennsylvania,OG,76,330,NA,5.46,25,31,104,4.76,7.91,FALSE,5625,17.04545455,6.3333308,2.5833323,8.6666632
2743,2002,LeCharles Bentley,Ohio State,C,75,299,NA,5.19,NA,25.5,103,4.54,7.85,FALSE,NA,NA,6.2499975,2.12499915,8.5833299
2744,2010,Lee Campbell,Minnesota,ILB,75,247,NA,4.88,17,34,108,4.4,7.27,FALSE,3825,15.48582996,6.2499975,2.8333322,8.9999964
2745,2004,Lee Evans,Wisconsin,WR,71,197,NA,4.39,NA,34.5,120,NA,NA,FALSE,NA,NA,5.9166643,2.87499885,9.999996
2746,2002,Lee Mays,Texas-El Paso,WR,73,190,NA,4.55,NA,32.5,119,4.17,7.06,FALSE,NA,NA,6.0833309,2.70833225,9.9166627
2747,2009,Lee Robinson,Alcorn State,OLB,74,249,NA,4.71,24,32.5,113,4.67,7.57,FALSE,5400,21.68674699,6.1666642,2.70833225,9.4166629
2748,2011,Lee Smith,Marshall,TE,78,266,NA,4.94,25,29,108,4.28,7.16,FALSE,5625,21.14661654,6.4999974,2.4166657,8.9999964
2749,2011,Lee Ziemba,Auburn,OT,78,317,NA,5.5,20,29,95,4.65,7.74,FALSE,4500,14.1955836,6.4999974,2.4166657,7.9166635
2750,2010,LeGarrette Blount,Oregon,RB,73,241,16,4.7,18,35,117,4.49,6.85,FALSE,4050,16.80497925,6.0833309,2.9166655,9.7499961
2751,2007,Legedu Naanee,Boise State,WR,74,225,NA,4.41,19,40,119,NA,NA,FALSE,4275,19,6.1666642,3.333332,9.9166627
2752,2000,Leif Larsen,Texas-El Paso,DT,77,300,NA,5.08,45,30,110,4.37,7.46,FALSE,10125,33.75,6.4166641,2.499999,9.166663
2753,2006,LeKevin Smith,Nebraska,DT,75,316,NA,4.97,30,30.5,109,4.93,7.95,FALSE,6750,21.36075949,6.2499975,2.54166565,9.0833297
2754,2009,Lendy Holmes,Oklahoma,FS,73,206,NA,4.69,16,32,112,4.32,7.28,FALSE,3600,17.47572816,6.0833309,2.6666656,9.3333296
2755,1999,Lennie Friedman,Duke,OG,75,301,NA,5.36,25,29,100,4.51,8.04,FALSE,5625,18.68770764,6.2499975,2.4166657,8.33333
2756,2012,Lennon Creer,Louisiana Tech,RB,71,219,NA,4.71,21,33,110,4.4,7.26,FALSE,4725,21.57534247,5.9166643,2.7499989,9.166663
2757,2002,Lenny Walls,Boston College,CB,76,192,NA,4.67,7,37,120,NA,NA,FALSE,1575,8.203125,6.3333308,3.0833321,9.999996
2758,1999,Lenzie Jackson,Arizona State,WR,73,188,NA,4.84,NA,35,115,4.29,7.32,FALSE,NA,NA,6.0833309,2.9166655,9.5833295
2759,2008,Leodis McKelvin,Troy,CB,70,190,NA,4.38,17,33.5,121,4.1,7.06,FALSE,3825,20.13157895,5.833331,2.79166555,10.0833293
2760,2007,Leon Hall,Michigan,CB,71,193,NA,4.39,15,37.5,125,4.07,6.5,FALSE,3375,17.48704663,5.9166643,3.12499875,10.4166625
2761,2004,Leon Joe,Maryland,OLB,73,230,NA,4.49,30,39,NA,NA,NA,FALSE,6750,29.34782609,6.0833309,3.2499987,NA
2762,2013,Leon McFadden,San Diego State,CB,70,193,NA,4.54,10,34.5,119,4.27,6.81,TRUE,2250,11.65803109,5.833331,2.87499885,9.9166627
2763,2005,Leon Robinson,Georgia Tech,OG,76,314,NA,5.22,22,36,109,4.76,8.28,FALSE,4950,15.76433121,6.3333308,2.9999988,9.0833297
2764,2006,Leon Washington,Florida State,RB,68,201,NA,4.42,17,32.5,105,4.37,6.96,FALSE,3825,19.02985075,5.6666644,2.70833225,8.7499965
2765,2006,Leon Williams,University of Miami,ILB,75,245,NA,4.54,25,NA,NA,NA,NA,FALSE,5625,22.95918367,6.2499975,NA,NA
2766,2001,Leonard Davis,University of Texas,OT,78,370,NA,5.32,33,28,105,5.18,8.2,FALSE,7425,20.06756757,6.4999974,2.3333324,8.7499965
2767,2011,Leonard Hankerson,University of Miami,WR,74,209,NA,4.4,14,36,117,4.21,6.94,FALSE,3150,15.07177033,6.1666642,2.9999988,9.7499961
2768,2002,Leonard Henry,East Carolina,RB,73,206,NA,4.57,26,35,113,4.29,7.11,FALSE,5850,28.39805825,6.0833309,2.9166655,9.4166629
2769,2012,Leonard Johnson,Iowa State,CB,70,196,NA,4.71,15,32,120,4.15,6.96,FALSE,3375,17.21938776,5.833331,2.6666656,9.999996
2770,2001,Leonard Myers,University of Miami,CB,70,190,NA,4.65,13,37,120,4.16,7.21,FALSE,2925,15.39473684,5.833331,3.0833321,9.999996
2771,2007,Leonard Peters,Hawaii,FS,73,210,NA,4.8,21,32.5,110,NA,7.49,FALSE,4725,22.5,6.0833309,2.70833225,9.166663
2772,2006,Leonard Pope,Georgia,TE,80,258,NA,4.62,22,37.5,118,4.67,7.48,FALSE,4950,19.18604651,6.666664,3.12499875,9.8333294
2773,2000,Leonardo Carson,Auburn,DE,74,283,NA,5.06,22,28,106,4.75,7.82,FALSE,4950,17.49116608,6.1666642,2.3333324,8.8333298
2774,2005,Leron McCoy,Indiana University of Pennsylvania,WR,74,211,NA,4.4,NA,37,120,4.22,7.19,FALSE,NA,NA,6.1666642,3.0833321,9.999996
2775,2007,Leroy Harris,North Carolina State,C,75,302,NA,5.35,29,24.5,96,4.8,8,FALSE,6525,21.60596026,6.2499975,2.04166585,7.9999968
2776,2005,Leroy Hill,Clemson,ILB,73,229,NA,4.65,25,34,116,4.11,7.23,FALSE,5625,24.56331878,6.0833309,2.8333322,9.6666628
2777,2011,Lestar Jean,Florida Atlantic,WR,75,215,NA,4.61,14,37.5,113,4.43,7.45,FALSE,3150,14.65116279,6.2499975,3.12499875,9.4166629
2778,2008,Letroy Guion,Florida State,DT,76,303,NA,5.31,26,NA,NA,NA,NA,FALSE,5850,19.30693069,6.3333308,NA,NA
2779,2002,Levar Fisher,North Carolina State,OLB,73,233,NA,4.67,NA,31,110,NA,7.3,FALSE,NA,NA,6.0833309,2.5833323,9.166663
2780,2002,Leveron Williams,Indiana,RB,75,224,NA,4.66,16,NA,NA,NA,NA,TRUE,3600,16.07142857,6.2499975,NA,NA
2781,2010,Levi Brown,Troy,QB,76,229,NA,4.93,20,31.5,106,4.43,7.07,FALSE,4500,19.65065502,6.3333308,2.62499895,8.8333298
2782,2007,Levi Brown,Penn State,OT,78,323,NA,5.4,31,25.5,97,4.89,7.87,FALSE,6975,21.59442724,6.4999974,2.12499915,8.0833301
2783,2002,Levi Jones,Arizona State,OT,78,304,NA,5.21,NA,NA,103,NA,NA,FALSE,NA,NA,6.4999974,NA,8.5833299
2784,2013,Levine Toilolo,Stanford University,TE,80,260,NA,4.86,17,31,113,4.57,7.09,TRUE,3825,14.71153846,6.666664,2.5833323,9.4166629
2785,2002,Lew Thomas,Vanderbilt,RB,73,213,NA,4.59,17,36,115,4.21,6.87,TRUE,3825,17.95774648,6.0833309,2.9999988,9.5833295
2786,2000,Lewis Sanders,Maryland,CB,73,202,NA,4.5,10,37,116,NA,NA,FALSE,2250,11.13861386,6.0833309,3.0833321,9.6666628
2787,2008,Lex Hilliard,Montana,FB,71,231,NA,4.68,NA,32,122,4.2,7.01,FALSE,NA,NA,5.9166643,2.6666656,10.1666626
2788,2005,Liam Ezekiel,Northeastern,ILB,73,249,NA,4.81,36,34.5,118,4.12,7.29,FALSE,8100,32.53012048,6.0833309,2.87499885,9.8333294
2789,2001,Ligarius Jennings,Tennessee State,CB,70,202,NA,4.67,11,34,120,4.07,7.07,FALSE,2475,12.25247525,5.833331,2.8333322,9.999996
2790,2008,Limas Sweed,University of Texas,WR,76,215,NA,4.48,NA,35,NA,NA,NA,FALSE,NA,NA,6.3333308,2.9166655,NA
2791,2010,Lindsey Witten,Connecticut,DE,77,250,NA,4.7,23,36.5,115,4.62,7.32,FALSE,5175,20.7,6.4166641,3.04166545,9.5833295
2792,2010,Linval Joseph,East Carolina,DT,77,328,NA,5.09,39,30,100,4.71,8.12,FALSE,8775,26.75304878,6.4166641,2.499999,8.33333
2793,1999,Lionel Barnes,North Carolina Central,DE,77,264,NA,5,24,34,112,4.52,7.51,FALSE,5400,20.45454545,6.4166641,2.8333322,9.3333296
2794,2008,Lionel Dotson,Arizona,DT,76,296,NA,5.38,NA,25,99,4.75,7.62,FALSE,NA,NA,6.3333308,2.0833325,8.2499967
2795,2005,Lionel Gates,Louisville,RB,73,222,NA,4.6,23,36,121,4.12,7.17,FALSE,5175,23.31081081,6.0833309,2.9999988,10.0833293
2796,2002,LittleJohn Flowers,Michigan State,RB,73,214,NA,4.73,19,34,110,4.08,7.09,FALSE,4275,19.97663551,6.0833309,2.8333322,9.166663
2797,2000,Lloyd Harrison,North Carolina State,CB,70,190,NA,4.5,16,37.5,119,4.25,7.12,FALSE,3600,18.94736842,5.833331,3.12499875,9.9166627
2798,2005,Lofa Tatupu,University of Southern California,ILB,73,238,NA,4.83,23,35,113,4.21,7.32,FALSE,5175,21.74369748,6.0833309,2.9166655,9.4166629
2799,2005,Logan Mankins,Fresno State,OG,76,307,NA,5.06,21,31.5,95,4.45,7.54,FALSE,4725,15.39087948,6.3333308,2.62499895,7.9166635
2800,2013,Logan Ryan,Rutgers,CB,71,191,NA,4.56,14,32.5,116,4.06,6.69,TRUE,3150,16.4921466,5.9166643,2.70833225,9.6666628
2801,2002,Lonnie Ford,University of Southern California,DE,75,261,NA,4.77,22,37.5,112,4.28,7.12,FALSE,4950,18.96551724,6.2499975,3.12499875,9.3333296
2802,2013,Lonnie Pryor,Florida State,FB,71,227,NA,4.7,17,30,114,4.55,7.28,TRUE,3825,16.85022026,5.9166643,2.499999,9.4999962
2803,2010,Lonyae Miller,Fresno State,RB,73,221,NA,4.43,26,36.5,120,4.54,7.2,FALSE,5850,26.47058824,6.0833309,3.04166545,9.999996
2804,2005,Lorenzo Alexander,California,DT,74,289,NA,5.12,28,29.5,NA,4.55,7.55,FALSE,6300,21.79930796,6.1666642,2.45833235,NA
2805,2007,Lorenzo Booker,Florida State,RB,71,191,NA,4.46,26,35.5,121,NA,NA,FALSE,5850,30.62827225,5.9166643,2.95833215,10.0833293
2806,2010,Lorenzo Washington,Alabama,DT,76,291,NA,5.21,25,30,107,4.68,7.4,FALSE,5625,19.32989691,6.3333308,2.499999,8.9166631
2807,2009,Louis Delmas,Western Michigan,FS,73,202,12,4.52,12,37,126,4.17,6.67,FALSE,2700,13.36633663,6.0833309,3.0833321,10.4999958
2808,2008,Louis Holmes,Arizona,DE,76,263,NA,4.84,NA,32,121,NA,7.33,FALSE,NA,NA,6.3333308,2.6666656,10.0833293
2809,2009,Louis Murphy,Florida,WR,75,203,NA,4.32,12,NA,NA,NA,NA,FALSE,2700,13.30049261,6.2499975,NA,NA
2810,2009,Louis Vasquez,Texas Tech,OG,77,333,NA,5.22,39,NA,NA,NA,NA,TRUE,8775,26.35135135,6.4166641,NA,NA
2811,2001,Louis Williams,Louisiana State University,OG,77,299,NA,5.48,25,28.5,103,4.67,7.86,FALSE,5625,18.81270903,6.4166641,2.37499905,8.5833299
2812,2004,Lousaka Polite,Pittsburgh,FB,73,246,NA,4.68,28,32,117,4.19,7.45,FALSE,6300,25.6097561,6.0833309,2.6666656,9.7499961
2813,1999,Love Jefferson,Washington State,TE,74,262,NA,4.89,18,33,109,4.61,7.33,FALSE,4050,15.45801527,6.1666642,2.7499989,9.0833297
2814,2003,Lucas Brigman,Nebraska-Omaha,C,73,308,NA,5.3,26,27,101,4.67,7.99,FALSE,5850,18.99350649,6.0833309,2.2499991,8.4166633
2815,2012,Lucas Nix,Pittsburgh,OG,77,317,NA,5.43,NA,29,102,4.9,7.81,FALSE,NA,NA,6.4166641,2.4166657,8.4999966
2816,2010,Lucien Antoine,Oklahoma State,SS,73,215,NA,4.62,28,32,120,4.47,7.38,FALSE,6300,29.30232558,6.0833309,2.6666656,9.999996
2817,2005,Luis Castillo,Northwestern University,DT,75,305,NA,4.79,32,34.5,112,NA,NA,FALSE,7200,23.60655738,6.2499975,2.87499885,9.3333296
2818,2007,Luke Getsy,Akron,QB,75,222,20,4.96,NA,32.5,106,4.46,6.95,FALSE,NA,NA,6.2499975,2.70833225,8.8333298
2819,2013,Luke Ingram,Hawaii,LS,77,258,NA,5.05,24,NA,106,NA,NA,TRUE,5400,20.93023256,6.4166641,NA,8.8333298
2820,2013,Luke Joeckel,Texas A&M,OT,78,306,NA,5.3,27,28.5,106,4.68,7.4,TRUE,6075,19.85294118,6.4999974,2.37499905,8.8333298
2821,2012,Luke Kuechly,Boston College,ILB,74,242,NA,4.58,27,38,74,4.12,6.92,FALSE,6075,25.10330579,6.1666642,3.1666654,6.1666642
2822,2013,Luke Marquardt,Azusa Pacific,OT,80,315,NA,5.34,31,NA,NA,NA,NA,TRUE,6975,22.14285714,6.666664,NA,NA
2823,2004,Luke McCown,Louisiana Tech,QB,76,208,24,4.71,NA,37.5,125,4.28,6.75,FALSE,NA,NA,6.3333308,3.12499875,10.4166625
2824,1999,Luke Petitgout,Notre Dame,OT,78,315,NA,5.21,33,29,102,4.48,7.53,FALSE,7425,23.57142857,6.4999974,2.4166657,8.4999966
2825,2011,Luke Stocker,Tennessee,TE,77,258,NA,4.68,27,33,115,4.4,7.03,FALSE,6075,23.54651163,6.4166641,2.7499989,9.5833295
