,DraftYear,Player,College.Univ,Pos,Height.inches,Weight,Wonderlic,Forty.Yard.Dash,Bench.225.Reps,Vert.Leap.inches,Broad.Jump.inches,Shuttle,X3Cone,Forty.Timed.Outside.Combine,Bench.Pressed.Weight,Benched.to.Weight,Player.Height,Player.Vertical,Player.Broad.Jump
1039,2001,Dan Alexander,Nebraska,FB,73,257,NA,4.47,15,34,115,4.16,7.34,FALSE,3375,13.13229572,6.0833309,2.8333322,9.5833295
1040,2007,Dan Bazuin,Central Michigan,DE,75,266,NA,4.77,25,30,109,4.75,7.09,FALSE,5625,21.14661654,6.2499975,2.499999,9.0833297
1041,2005,Dan Buenning,Wisconsin,OG,76,320,NA,5.35,29,28,111,4.64,7.93,FALSE,6525,20.390625,6.3333308,2.3333324,9.2499963
1042,1999,Dan Campbell,Texas A&M,TE,77,263,NA,4.85,25,36,121,4.07,7,FALSE,5625,21.3878327,6.4166641,2.9999988,10.0833293
1043,1999,Dan Collins,Boston College,OG,76,282,NA,5.03,20,24,100,NA,NA,FALSE,4500,15.95744681,6.3333308,1.9999992,8.33333
1044,2005,Dan Connolly,Southeast Missouri State,OT,76,311,NA,5.19,22,28.5,108,4.54,7.67,FALSE,4950,15.91639871,6.3333308,2.37499905,8.9999964
1045,2003,Dan Curley,Eastern Washington,TE,76,254,NA,4.63,17,35.5,118,4.53,7.47,FALSE,3825,15.05905512,6.3333308,2.95833215,9.8333294
1046,2002,Dan Dawson,Rice,SS,73,219,NA,4.57,24,38,124,4,6.75,FALSE,5400,24.65753425,6.0833309,3.1666654,10.3333292
1047,1999,Dan Dercher,Kansas,OT,78,293,NA,5.28,14,28,109,4.49,7.78,FALSE,3150,10.75085324,6.4999974,2.3333324,9.0833297
1048,1999,Dan Falcon,Western Michigan,DT,74,274,NA,4.77,23,33,113,4.19,7.21,FALSE,5175,18.88686131,6.1666642,2.7499989,9.4166629
1049,2009,Dan Gay,Baylor,OG,76,308,NA,5.5,18,22.5,86,5.42,8.67,FALSE,4050,13.14935065,6.3333308,1.87499925,7.1666638
1050,2009,Dan Gronkowski,Maryland,TE,78,255,NA,4.79,26,33,122,4.26,6.92,FALSE,5850,22.94117647,6.4999974,2.7499989,10.1666626
1051,2012,Dan Herron,Ohio State,RB,70,213,NA,4.66,22,35,117,4.04,6.97,FALSE,4950,23.23943662,5.833331,2.9166655,9.7499961
1052,2000,Dan Kendra,Florida State,FB,73,251,NA,4.84,24,35,119,NA,NA,FALSE,5400,21.51394422,6.0833309,2.9166655,9.9166627
1053,2003,Dan Klecko,Temple,DT,73,283,NA,4.94,26,33.5,111,4.43,7.52,FALSE,5850,20.67137809,6.0833309,2.79166555,9.2499963
1054,2003,Dan Koppen,Boston College,C,76,297,NA,5.43,27,28.5,101,4.56,8.26,FALSE,6075,20.45454545,6.3333308,2.37499905,8.4166633
1055,1999,Dan Lauta,Buffalo,OT,76,301,NA,5.15,26,26,101,4.54,7.79,FALSE,5850,19.43521595,6.3333308,2.1666658,8.4166633
1056,2010,Dan LeFevour,Central Michigan,QB,75,230,NA,4.6,NA,29.5,110,4.22,6.93,FALSE,NA,NA,6.2499975,2.45833235,9.166663
1057,1983,Dan Marino,Pittsburgh,QB,NA,NA,15,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1058,2007,Dan Mozes,West Virginia,C,75,293,NA,5.35,28,25.5,101,4.84,7.98,FALSE,6300,21.50170648,6.2499975,2.12499915,8.4166633
1059,2001,Dan O'Leary,Notre Dame,TE,76,252,NA,5.02,16,32,113,4.31,7.4,FALSE,3600,14.28571429,6.3333308,2.6666656,9.4166629
1060,2005,Dan Orlovski,Connecticut,QB,NA,NA,26,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1061,2005,Dan Orlovsky,Connecticut,QB,77,225,30,4.93,NA,29.5,107,4.43,7.33,FALSE,NA,NA,6.4166641,2.45833235,8.9166631
1062,2007,Dan Santucci,Notre Dame,OG,76,301,NA,5.13,23,29,102,4.74,7.47,FALSE,5175,17.19269103,6.3333308,2.4166657,8.4999966
1063,2005,Dan Sheldon,Northern Illinois,WR,69,179,NA,4.43,NA,NA,NA,NA,NA,FALSE,NA,NA,5.7499977,NA,NA
1064,2006,Dan Stevenson,Notre Dame,OG,77,300,NA,5.36,24,24.5,100,4.6,7.6,FALSE,5400,18,6.4166641,2.04166585,8.33333
1065,2010,Dan Williams,Tennessee,DT,74,327,NA,5.19,27,32,96,4.87,7.88,FALSE,6075,18.57798165,6.1666642,2.6666656,7.9999968
1066,2011,Dane Sanzenbacher,Ohio State,WR,71,182,NA,4.56,NA,33.5,118,3.97,6.46,FALSE,NA,NA,5.9166643,2.79166555,9.8333294
1067,2007,Dane Uperesa,Hawaii,OT,77,309,NA,5.28,NA,NA,NA,NA,NA,FALSE,NA,NA,6.4166641,NA,NA
1068,2006,Danieal Manning,Abilene Christian,CB,71,202,NA,4.48,17,39,123,4.08,7.24,FALSE,3825,18.93564356,5.9166643,3.2499987,10.2499959
1069,2006,Daniel Bullocks,Nebraska,SS,73,212,NA,4.38,18,38,124,4.18,6.92,FALSE,4050,19.10377358,6.0833309,3.1666654,10.3333292
1070,2007,Daniel Coats,Brigham Young,TE,75,257,NA,4.94,34,30,111,4.43,7.07,FALSE,7650,29.76653696,6.2499975,2.499999,9.2499963
1071,2003,Daniel Cobb,Auburn,QB,NA,NA,30,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1072,2006,Daniel Fells,California Davis,TE,76,259,NA,4.95,19,29.5,108,4.52,7.29,FALSE,4275,16.50579151,6.3333308,2.45833235,8.9999964
1073,2002,Daniel Graham,Colorado,TE,75,248,NA,4.64,NA,36,118,NA,NA,TRUE,NA,NA,6.2499975,2.9999988,9.8333294
1074,2011,Daniel Hardy,Idaho,TE,76,249,NA,4.77,18,NA,NA,NA,NA,TRUE,4050,16.26506024,6.3333308,NA,NA
1075,1999,Daniel Jones,Utah,WR,71,185,NA,4.69,NA,37,114,4.49,7.58,FALSE,NA,NA,5.9166643,3.0833321,9.4999962
1076,2011,Daniel Kilgore,Appalachian State,OG,75,308,NA,5.28,23,32.5,105,4.68,7.59,FALSE,5175,16.80194805,6.2499975,2.70833225,8.7499965
1077,2005,Daniel Loper,Texas Tech,OT,78,306,NA,5.3,14,32,101,4.69,7.76,FALSE,3150,10.29411765,6.4999974,2.6666656,8.4166633
1078,2010,Daniel Te'o-Nesheim,University of Washington,DE,76,263,NA,4.73,29,37,121,4.18,6.91,FALSE,6525,24.80988593,6.3333308,3.0833321,10.0833293
1079,2011,Daniel Thomas,Kansas State,RB,72,230,NA,4.63,21,NA,NA,NA,NA,TRUE,4725,20.54347826,5.9999976,NA,NA
1080,2000,Danny Clark,Illinois,ILB,74,245,NA,4.75,20,NA,NA,NA,NA,FALSE,4500,18.36734694,6.1666642,NA,NA
1081,2012,Danny Coale,Virginia Tech,WR,72,201,NA,4.5,12,35,115,4.15,6.69,FALSE,2700,13.43283582,5.9999976,2.9166655,9.5833295
1082,2012,Danny Trevathan,Kentucky,OLB,72,237,NA,NA,18,31,111,NA,NA,FALSE,4050,17.08860759,5.9999976,2.5833323,9.2499963
1083,2011,Danny Watkins,Baylor,OG,75,310,NA,5.36,29,26,92,4.62,7.61,FALSE,6525,21.0483871,6.2499975,2.1666658,7.6666636
1084,2001,Dante Kanner,Cincinnati,QB,NA,NA,16,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1085,2005,Dante Ridgeway,Ball State,WR,71,212,NA,4.57,NA,33,117,4.39,7.27,FALSE,NA,NA,5.9166643,2.7499989,9.7499961
1086,2007,Dante Rosario,Oregon,TE,75,244,NA,4.78,20,36,115,4.47,6.96,FALSE,4500,18.44262295,6.2499975,2.9999988,9.5833295
1087,2002,Dante Wesley,Arkansas-Pine Bluff,CB,73,211,NA,4.43,15,35,116,4.22,7.25,FALSE,3375,15.99526066,6.0833309,2.9166655,9.6666628
1088,2000,Dante' Hall,Texas A&M,RB,68,191,NA,4.44,18,38,123,3.82,6.62,FALSE,4050,21.20418848,5.6666644,3.1666654,10.2499959
1089,2008,Dantrell Savage,Oklahoma State,RB,68,187,NA,4.53,13,32.5,117,NA,NA,FALSE,2925,15.64171123,5.6666644,2.70833225,9.7499961
1090,2011,DaQuan Bowers,Clemson,DE,75,280,NA,4.64,22,NA,NA,NA,NA,TRUE,4950,17.67857143,6.2499975,NA,NA
1091,2009,Darcel McBath,Texas Tech,FS,73,198,NA,4.58,14,38,119,4.16,6.8,FALSE,3150,15.90909091,6.0833309,3.1666654,9.9166627
1092,2007,Daren Stone,Maine,SS,75,218,NA,4.58,13,39,132,4.44,7.13,FALSE,2925,13.41743119,6.2499975,3.2499987,10.9999956
1093,1999,Daren Yancey,Brigham Young,DT,78,303,NA,5.13,NA,26.5,97,NA,NA,FALSE,NA,NA,6.4999974,2.20833245,8.0833301
1094,2010,Darian Stewart,South Carolina,SS,71,213,NA,4.53,12,37,122,4.32,NA,FALSE,2700,12.67605634,5.9166643,3.0833321,10.1666626
1095,2009,Darius Butler,Connecticut,CB,71,183,NA,4.41,NA,43,134,4.18,6.92,FALSE,NA,NA,5.9166643,3.5833319,11.1666622
1096,2012,Darius Fleming,Notre Dame,OLB,73,245,NA,4.77,27,33,114,4.28,7.03,FALSE,6075,24.79591837,6.0833309,2.7499989,9.4999962
1097,2012,Darius Hanks,Alabama,WR,72,184,NA,4.66,11,34,117,NA,NA,FALSE,2475,13.45108696,5.9999976,2.8333322,9.7499961
1098,2013,Darius Johnson,Southern Methodist,WR,69,179,NA,4.6,6,32,109,4.53,NA,TRUE,1350,7.541899441,5.7499977,2.6666656,9.0833297
1099,2010,Darius Marshall,Marshall,RB,69,190,NA,4.59,14,35.5,109,4.39,NA,FALSE,3150,16.57894737,5.7499977,2.95833215,9.0833297
1100,2009,Darius Passmore,Marshall,WR,73,188,NA,4.51,NA,33.5,NA,NA,NA,FALSE,NA,NA,6.0833309,2.79166555,NA
1101,2008,Darius Reynaud,West Virginia,WR,69,201,NA,4.48,20,34.5,130,4.32,6.88,FALSE,4500,22.3880597,5.7499977,2.87499885,10.833329
1102,2013,Darius Slay,Mississippi State,CB,73,192,NA,4.36,14,35.5,124,4.21,6.9,TRUE,3150,16.40625,6.0833309,2.95833215,10.3333292
1103,2007,Darius Walker,Notre Dame,RB,70,206,NA,4.55,19,40.5,123,4.39,7.18,FALSE,4275,20.75242718,5.833331,3.37499865,10.2499959
1104,2000,Darnell Alford,Boston College,OT,76,334,NA,5.56,23,25,94,4.98,8.48,FALSE,5175,15.49401198,6.3333308,2.0833325,7.8333302
1105,2006,Darnell Bing,University of Southern California,SS,74,227,NA,4.52,17,34,NA,4.07,7.25,TRUE,3825,16.85022026,6.1666642,2.8333322,NA
1106,2004,Darnell Dockett,Florida State,DT,76,297,NA,5,26,31,105,NA,NA,FALSE,5850,19.6969697,6.3333308,2.5833323,8.7499965
1107,2002,Darnell Kennedy,Alabama State,QB,NA,NA,30,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1108,1999,Darnell McDonald,Kansas State,WR,75,202,NA,4.72,NA,34,113,4.24,7.27,FALSE,NA,NA,6.2499975,2.8333322,9.4166629
1109,2008,Darnell Terrell,Missouri,CB,74,203,NA,4.46,15,34,125,NA,NA,FALSE,3375,16.62561576,6.1666642,2.8333322,10.4166625
1110,1999,Darran Hall,Colorado State,WR,69,168,NA,4.45,NA,34,115,4.33,7.25,FALSE,NA,NA,5.7499977,2.8333322,9.5833295
1111,2006,Darrell Adams,Villanova,DE,77,277,NA,5,22,27,109,4.79,7.92,FALSE,4950,17.8700361,6.4166641,2.2499991,9.0833297
1112,2006,Darrell Brooks,Arizona,FS,73,198,NA,4.61,7,36.5,125,4.38,6.98,FALSE,1575,7.954545455,6.0833309,3.04166545,10.4166625
1113,2004,Darrell Campbell,Notre Dame,DT,76,302,NA,5.18,25,33,111,4.66,7.63,FALSE,5625,18.62582781,6.3333308,2.7499989,9.2499963
1114,2006,Darrell Hackney,University of Alabama-Birmingham,QB,73,239,40,4.82,NA,33,110,4.69,7.62,FALSE,NA,NA,6.0833309,2.7499989,9.166663
1115,2006,Darrell Hunter,Miami of Ohio,CB,73,206,NA,4.44,8,36,123,4.14,NA,FALSE,1800,8.737864078,6.0833309,2.9999988,10.2499959
1116,2000,Darrell Jackson,Florida,WR,73,197,NA,4.56,NA,NA,NA,NA,NA,FALSE,NA,NA,6.0833309,NA,NA
1117,2012,Darrell Scott,South Florida,RB,72,231,NA,4.73,NA,31,NA,NA,NA,FALSE,NA,NA,5.9999976,2.5833323,NA
1118,2005,Darrell Shropshire,South Carolina,DT,74,301,NA,4.87,25,34,116,4.34,7.55,FALSE,5625,18.68770764,6.1666642,2.8333322,9.6666628
1119,2008,Darrell Strong,Pittsburgh,TE,76,268,NA,4.78,17,25,110,4.36,6.86,FALSE,3825,14.27238806,6.3333308,2.0833325,9.166663
1120,2010,Darrell Stuckey,Kansas,SS,73,205,NA,4.46,17,39.5,120,NA,NA,FALSE,3825,18.65853659,6.0833309,3.29166535,9.999996
1121,2011,Darren Evans,Virginia Tech,RB,73,227,NA,4.56,26,35,111,4.46,6.96,FALSE,5850,25.77092511,6.0833309,2.9166655,9.2499963
1122,2000,Darren Howard,Kansas State,DE,76,281,NA,5.09,NA,29,108,4.32,7,FALSE,NA,NA,6.3333308,2.4166657,8.9999964
1123,2008,Darren McFadden,Arkansas,RB,73,211,NA,4.33,NA,33,128,NA,NA,FALSE,NA,NA,6.0833309,2.7499989,10.6666624
1124,2005,Darren Sproles,Kansas State,RB,66,187,NA,4.47,23,33,105,3.96,6.96,FALSE,5175,27.67379679,5.4999978,2.7499989,8.7499965
1125,2005,Darrent Williams,Oklahoma State,CB,69,176,NA,4.3,16,39,124,3.96,6.97,FALSE,3600,20.45454545,5.7499977,3.2499987,10.3333292
1126,2000,Darrick Vaughn,Texas State,CB,71,196,NA,4.53,14,36.5,121,4.16,7.09,FALSE,3150,16.07142857,5.9166643,3.04166545,10.0833293
1127,1999,Darrin Chiaverini,Colorado,WR,73,212,NA,4.53,NA,33,112,4.16,NA,FALSE,NA,NA,6.0833309,2.7499989,9.3333296
1128,2004,Darrion Scott,Ohio State,DE,75,289,NA,4.81,NA,36.5,118,4.32,NA,FALSE,NA,NA,6.2499975,3.04166545,9.8333294
1129,2009,Darrius Heyward-Bey,Maryland,WR,74,210,NA,4.25,16,38.5,126,4.18,6.8,FALSE,3600,17.14285714,6.1666642,3.20833205,10.4999958
1130,2012,Darron Thomas,Oregon,QB,75,220,NA,4.8,14,36,121,4.28,7.17,FALSE,3150,14.31818182,6.2499975,2.9999988,10.0833293
1131,2009,Darry Beckwith,Louisiana State University,ILB,73,234,NA,4.75,23,26.5,110,4.5,7.39,FALSE,5175,22.11538462,6.0833309,2.20833245,9.166663
1132,2005,Darryl Blackstock,Virginia,OLB,75,247,NA,4.7,25,39,126,4.32,7.05,FALSE,5625,22.77327935,6.2499975,3.2499987,10.4999958
1133,2009,Darryl Richard,Georgia Tech,DT,75,303,NA,5.08,17,25.5,NA,NA,NA,TRUE,3825,12.62376238,6.2499975,2.12499915,NA
1134,2010,Darryl Sharpton,University of Miami,ILB,73,236,NA,4.81,24,NA,NA,4.42,7.19,FALSE,5400,22.88135593,6.0833309,NA,NA
1135,2006,Darryl Tapp,Virginia Tech,DE,74,252,NA,4.83,27,33,109,4.48,7.32,FALSE,6075,24.10714286,6.1666642,2.7499989,9.0833297
1136,2001,Darvell Bivens,Northwestern State,FB,70,255,NA,4.97,32,33.5,108,4.38,7.81,FALSE,7200,28.23529412,5.833331,2.79166555,8.9999964
1137,2011,Darvin Adams,Auburn,WR,74,190,NA,4.56,NA,NA,NA,NA,NA,FALSE,NA,NA,6.1666642,NA,NA
1138,2004,Daryl Dixon,Florida,FS,70,195,NA,4.77,15,35.5,118,NA,NA,FALSE,3375,17.30769231,5.833331,2.95833215,9.8333294
1139,2004,Daryl Smith,Georgia Tech,OLB,74,234,NA,4.67,24,NA,NA,NA,NA,TRUE,5400,23.07692308,6.1666642,NA,NA
1140,2004,Daryl Towns,Nevada,OLB,73,224,NA,4.57,NA,37,112,4.25,7.15,FALSE,NA,NA,6.0833309,3.0833321,9.3333296
1141,2010,Daryl Washington,Texas Christian University,OLB,74,230,NA,4.58,17,31,114,NA,NA,FALSE,3825,16.63043478,6.1666642,2.5833323,9.4999962
1142,2010,Daryll Clark,Penn State,QB,74,235,NA,4.72,21,NA,NA,NA,NA,TRUE,4725,20.10638298,6.1666642,NA,NA
1143,2006,Daryn Colledge,Boise State,OT,77,299,NA,5.05,21,32.5,110,4.6,7.46,FALSE,4725,15.80267559,6.4166641,2.70833225,9.166663
1144,2007,Dashon Goldson,University of Washington,FS,74,205,NA,4.6,12,34.5,115,4.46,7.37,FALSE,2700,13.17073171,6.1666642,2.87499885,9.5833295
1145,2000,DaShon Polk,Arizona,OLB,74,233,NA,4.75,18,32,111,4.45,7.43,FALSE,4050,17.38197425,6.1666642,2.6666656,9.2499963
1146,1999,Dat Nguyen,Texas A&M,ILB,71,234,NA,4.74,19,NA,NA,NA,NA,FALSE,4275,18.26923077,5.9166643,NA,NA
1147,2013,Datone Jones,UCLA,DE,76,283,NA,4.8,29,31.5,112,4.32,7.32,TRUE,6525,23.0565371,6.3333308,2.62499895,9.3333296
1148,2001,Dauntae' Finger,North Carolina,TE,76,262,NA,5.09,15,33.5,103,4.59,7.95,FALSE,3375,12.88167939,6.3333308,2.79166555,8.5833299
1149,1999,Daunte Culpepper,Central Florida,QB,76,255,18,4.52,NA,39,122,4.13,7.21,FALSE,NA,NA,6.3333308,3.2499987,10.1666626
1150,2004,Dave Ball,UCLA,DE,78,277,NA,5.07,24,NA,NA,NA,NA,TRUE,5400,19.49458484,6.4999974,NA,NA
1151,2003,Dave Bryant,Duke,QB,NA,NA,23,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1152,2005,Dave Kashetta,Boston College,TE,76,247,NA,4.87,17,35.5,113,4.36,7.34,FALSE,3825,15.48582996,6.3333308,2.95833215,9.4166629
1153,2002,Dave Minnich,Washington State,RB,71,218,NA,4.66,12,33.5,117,NA,NA,FALSE,2700,12.3853211,5.9166643,2.79166555,9.7499961
1154,2003,Dave Ragone,Louisville,QB,76,249,31,4.99,NA,30.5,101,4.36,7.42,FALSE,NA,NA,6.3333308,2.54166565,8.4166633
1155,2000,Dave Stachelski,Boise State,TE,75,250,NA,4.78,24,38,115,4.14,6.84,FALSE,5400,21.6,6.2499975,3.1666654,9.5833295
1156,2005,Daven Holly,Cincinnati,CB,71,192,NA,4.39,15,39,115,4.08,7.16,FALSE,3375,17.578125,5.9166643,3.2499987,9.5833295
1157,2001,David Allen,Kansas State,RB,69,194,NA,4.62,15,31,NA,NA,NA,FALSE,3375,17.39690722,5.7499977,2.5833323,NA
1158,2013,David Amerson,North Carolina State,CB,73,205,NA,4.44,15,35.5,127,NA,NA,TRUE,3375,16.46341463,6.0833309,2.95833215,10.5833291
1159,2006,David Anderson,Colorado State,WR,71,192,NA,4.57,NA,34,116,4.21,6.88,FALSE,NA,NA,5.9166643,2.8333322,9.6666628
1160,2011,David Arkin,Missouri State,OG,77,300,NA,5.31,25,29,103,4.63,7.6,FALSE,5625,18.75,6.4166641,2.4166657,8.5833299
1161,2005,David Baas,Michigan,OG,77,319,NA,5.06,29,29.5,105,4.48,7.52,FALSE,6525,20.45454545,6.4166641,2.45833235,8.7499965
1162,2013,David Bakhtiari,Colorado,OT,76,299,NA,5.18,28,25.5,101,4.74,7.7,TRUE,6300,21.07023411,6.3333308,2.12499915,8.4166633
1163,2000,David Barrett,Arkansas,CB,70,199,NA,4.44,16,37.5,116,4.04,6.81,FALSE,3600,18.09045226,5.833331,3.12499875,9.6666628
1164,2013,David Bass,Missouri Western,DE,76,262,NA,4.84,20,30.5,111,4.33,7.07,TRUE,4500,17.17557252,6.3333308,2.54166565,9.2499963
1165,1999,David Boston,Ohio State,WR,73,215,NA,4.47,NA,37,116,4.09,7.2,FALSE,NA,NA,6.0833309,3.0833321,9.6666628
1166,1999,David Bowens,Western Illinois,DE,75,255,NA,4.85,NA,31,112,4.38,7.4,FALSE,NA,NA,6.2499975,2.5833323,9.3333296
1167,2009,David Bruton,Notre Dame,FS,74,219,NA,4.4,19,41.5,132,4.28,6.6,FALSE,4275,19.52054795,6.1666642,3.45833195,10.9999956
1168,2000,David Byrd,Syracuse,CB,73,202,NA,4.53,14,36,117,4.39,7.18,FALSE,3150,15.59405941,6.0833309,2.9999988,9.7499961
1169,2002,David Carr,Fresno State,QB,76,223,24,4.67,NA,35,108,4.28,7.05,TRUE,NA,NA,6.3333308,2.9166655,8.9999964
1170,2007,David Clowney,Virginia Tech,WR,73,188,NA,4.36,NA,32.5,123,4.15,7,FALSE,NA,NA,6.0833309,2.70833225,10.2499959
1171,2012,David DeCastro,Stanford University,OG,77,316,NA,5.43,34,29,98,4.56,7.3,FALSE,7650,24.20886076,6.4166641,2.4166657,8.1666634
1172,2003,David Diehl,Illinois,OG,78,310,NA,5.26,22,28,96,4.97,8.1,FALSE,4950,15.96774194,6.4999974,2.3333324,7.9999968
1173,2002,David Garrard,East Carolina,QB,74,235,14,4.82,NA,33.5,111,4.26,7.35,FALSE,NA,NA,6.1666642,2.79166555,9.2499963
1174,2010,David Gettis,Baylor,WR,75,217,NA,4.43,15,34.5,124,4.41,6.94,FALSE,3375,15.55299539,6.2499975,2.87499885,10.3333292
1175,2002,David Givens,Notre Dame,WR,73,217,NA,4.56,NA,40.5,126,4.13,6.82,FALSE,NA,NA,6.0833309,3.37499865,10.4999958
1176,2005,David Greene,Georgia,QB,76,226,21,4.78,NA,31.5,115,4.13,7,FALSE,NA,NA,6.3333308,2.62499895,9.5833295
1177,2008,David Hale,Weber State,OT,78,314,NA,5.27,25,26,100,4.75,7.69,FALSE,5625,17.91401274,6.4999974,2.1666658,8.33333
1178,2007,David Harris,Michigan,ILB,74,243,NA,4.59,23,33,107,4.29,7.25,FALSE,5175,21.2962963,6.1666642,2.7499989,8.9166631
1179,2007,David Irons,Auburn,CB,70,190,NA,4.44,11,29.5,111,4.3,7.18,FALSE,2475,13.02631579,5.833331,2.45833235,9.2499963
1180,2009,David Johnson,Arkansas State,FB,74,260,NA,4.73,21,32.5,113,4.43,7.28,FALSE,4725,18.17307692,6.1666642,2.70833225,9.4166629
1181,2006,David Kirtman,University of Southern California,FB,73,233,NA,4.76,NA,29.5,106,4.32,7.18,FALSE,NA,NA,6.0833309,2.45833235,8.8333298
1182,1992,David Klingler,Houston,QB,NA,NA,30,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1183,1999,David Loverne,San Jose State,OG,75,292,NA,5.19,23,25,96,4.43,7.49,FALSE,5175,17.72260274,6.2499975,2.0833325,7.9999968
1184,2000,David Macklin,Penn State,CB,69,194,NA,4.54,NA,37.5,120,4.09,6.9,FALSE,NA,NA,5.7499977,3.12499875,9.999996
1185,2001,David Martin,Tennessee,WR,76,242,NA,4.76,NA,37,127,NA,NA,TRUE,NA,NA,6.3333308,3.0833321,10.5833291
1186,2005,David McMillan,Kansas,DE,75,262,NA,4.58,16,34,120,4.08,7.11,FALSE,3600,13.74045802,6.2499975,2.8333322,9.999996
1187,2012,David Molk,Michigan,C,73,298,NA,NA,41,NA,NA,NA,NA,FALSE,9225,30.95637584,6.0833309,NA,NA
1188,2002,David Neal,Nevada,QB,NA,NA,25,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
1189,2002,David Neill,Nevada,QB,75,206,25,4.95,NA,30,108,4.44,7.28,FALSE,NA,NA,6.2499975,2.499999,8.9999964
1190,2007,David Patterson,Ohio State,DT,74,285,NA,5.1,21,32.5,118,4.43,7.47,FALSE,4725,16.57894737,6.1666642,2.70833225,9.8333294
1191,2012,David Paulson,Oregon,TE,75,246,NA,4.93,21,32,110,4.4,7.18,FALSE,4725,19.20731707,6.2499975,2.6666656,9.166663
1192,2010,David Pender,Purdue,CB,73,180,NA,4.37,8,39,124,NA,NA,FALSE,1800,10,6.0833309,3.2499987,10.3333292
1193,2006,David Pittman,Northwestern State,CB,71,182,NA,4.44,14,36,128,4.27,NA,FALSE,3150,17.30769231,5.9166643,2.9999988,10.6666624
1194,2005,David Pollack,Georgia,DE,74,265,NA,4.75,25,37,120,3.94,6.87,FALSE,5625,21.22641509,6.1666642,3.0833321,9.999996
1195,2003,David Porter,Iowa,OT,78,311,NA,5.32,NA,26,85,4.98,8.43,FALSE,NA,NA,6.4999974,2.1666658,7.0833305
1196,2013,David Quessenberry,San Jose State,OT,77,302,NA,5.08,25,29.5,112,4.45,7.49,TRUE,5625,18.62582781,6.4166641,2.45833235,9.3333296
1197,2010,David Reed,Utah,WR,73,191,NA,4.56,15,37,114,4.38,6.95,FALSE,3375,17.67015707,6.0833309,3.0833321,9.4999962
1198,2001,David Rivers,Western Carolina,QB,75,223,27,4.73,NA,31.5,115,4.2,7.37,FALSE,NA,NA,6.2499975,2.62499895,9.5833295
1199,2008,David Roach,Texas Christian University,FS,73,210,NA,4.53,16,38,123,4.15,6.88,FALSE,3600,17.14285714,6.0833309,3.1666654,10.2499959
1200,1999,David Saunders,West Virginia,WR,74,203,NA,4.78,NA,32,112,NA,NA,FALSE,NA,NA,6.1666642,2.6666656,9.3333296
1201,2011,David Sims,Iowa State,SS,69,200,NA,4.5,24,37.5,120,4.28,NA,FALSE,5400,27,5.7499977,3.12499875,9.999996
1202,2005,David Stewart,Mississippi State,OT,79,314,NA,5.25,24,NA,NA,NA,NA,TRUE,5400,17.19745223,6.5833307,NA,NA
1203,2001,David Terrell,Michigan,WR,75,213,NA,4.43,NA,38,NA,NA,NA,TRUE,NA,NA,6.2499975,3.1666654,NA
1204,2006,David Thomas,University of Texas,TE,75,252,NA,4.67,19,37.5,113,4.35,7.07,FALSE,4275,16.96428571,6.2499975,3.12499875,9.4166629
1205,2002,David Thornton,North Carolina,OLB,74,236,NA,4.62,26,35.5,117,4.09,6.93,FALSE,5850,24.78813559,6.1666642,2.95833215,9.7499961
1206,2009,David Veikune,Hawaii,DE,75,257,NA,4.79,35,33,110,4.46,7.2,FALSE,7875,30.64202335,6.2499975,2.7499989,9.166663
1207,2001,David Warren,Florida State,DE,75,253,NA,4.73,21,NA,NA,4.46,7.53,TRUE,4725,18.67588933,6.2499975,NA,NA
1208,2012,David Wilson,Virginia Tech,RB,70,206,NA,4.49,NA,41,132,4.12,7.09,FALSE,NA,NA,5.833331,3.4166653,10.9999956
1209,2006,Davin Joseph,Oklahoma,OG,75,311,NA,5.09,24,32,111,5.02,NA,FALSE,5400,17.36334405,6.2499975,2.6666656,9.2499963
1210,2012,Davin Meggett,Maryland,RB,68,211,NA,4.53,23,35,118,4.32,7.14,FALSE,5175,24.52606635,5.6666644,2.9166655,9.8333294
1211,2009,Davon Drew,East Carolina,TE,76,256,NA,4.78,17,29.5,113,4.56,7.28,FALSE,3825,14.94140625,6.3333308,2.45833235,9.4166629
1212,2011,Davon House,New Mexico State,CB,73,200,NA,4.44,14,33.5,109,4.12,6.65,FALSE,3150,15.75,6.0833309,2.79166555,9.0833297
1213,2008,Davone Bess,Hawaii,WR,70,194,NA,4.64,12,31.5,118,4.27,6.97,FALSE,2700,13.91752577,5.833331,2.62499895,9.8333294
1214,2006,Dawan Landry,Georgia Tech,SS,73,220,NA,4.64,18,37.5,124,4.28,NA,FALSE,4050,18.40909091,6.0833309,3.12499875,10.3333292
1215,2013,Dax Swanson,Sam Houston State,CB,70,186,NA,4.56,15,33,122,NA,NA,TRUE,3375,18.14516129,5.833331,2.7499989,10.1666626
