CombineYear,DraftYear,Player,Position,DBPediaCollege_Name,DBPediaURI_College,Conference,Division,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic
2005,2005,Lynn McGruder,DT,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.1666642,303,5.01,28,35.5,112,4.43,7.71,NA
2005,2005,Mark Clayton,WR,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,5.9166643,193,4.41,NA,36.5,118,4.07,6.95,NA
2005,2005,Donte Nicholson,SS,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.0833309,209,4.55,18,NA,NA,NA,NA,NA
2005,2005,Jammal Brown,OT,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.4999974,316,5.06,NA,31.5,109,4.7,7.95,NA
2005,2005,Mark Bradley,WR,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.1666642,201,4.37,NA,39.5,128,4.02,6.96,NA
2005,2005,Adam Snyder,OG,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,NA,6.4999974,316,5.34,21,28.5,93,4.86,7.85,NA
2005,2005,Nick Steitz,OG,University of Oregon,http://live.dbpedia.org/resource/University_of_Oregon,Pacific-12 Conference,Division I,NA,6.3333308,312,5.7,NA,31,99,4.66,8.18,NA
2005,2005,Marcus Lawrence,ILB,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,NA,6.1666642,243,4.62,19,34,121,4.35,7.18,NA
2005,2005,Darrell Shropshire,DT,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,NA,6.1666642,301,4.87,25,34,116,4.34,7.55,NA
2005,2005,Troy Williamson,WR,University of South Carolina,http://live.dbpedia.org/resource/University_of_South_Carolina,Southeastern Conference,Division I,NA,6.1666642,203,4.32,NA,37,NA,4.18,7.1,NA
2005,2005,Mike Williams,WR,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,NA,6.4166641,229,4.56,NA,36.5,NA,NA,NA,NA
2005,2005,Matt Grootegoed,SS,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,NA,5.9166643,218,4.68,22,31.5,NA,4.31,7.18,NA
2005,2005,Mike Patterson,DT,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,NA,6.0833309,292,5.08,26,NA,NA,NA,NA,NA
2005,2005,Shaun Cody,DT,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,NA,6.3333308,293,4.95,34,NA,NA,NA,NA,NA
2005,2005,Lofa Tatupu,ILB,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,NA,6.0833309,238,4.83,23,35,113,4.21,7.32,NA
2005,2005,Alex Holmes,TE,University of Southern California,http://live.dbpedia.org/resource/University_of_Southern_California,Pacific-12 Conference,Division I,NA,6.2499975,265,4.92,18,NA,NA,NA,NA,NA
2005,2005,Kevin Burnett,OLB,University of Tennessee,http://live.dbpedia.org/resource/University_of_Tennessee,Southeastern Conference,Division I,NA,6.2499975,235,4.61,20,36,NA,NA,NA,NA
2005,2005,Derrick Johnson,OLB,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,6.2499975,242,4.52,NA,37.5,120,3.93,7.21,NA
2005,2005,Bo Scaife,TE,University of Texas at Austin,http://live.dbpedia.org/resource/University_of_Texas_at_Austin,Big 12 Conference,Division I,NA,6.2499975,249,4.75,24,32.5,114,4.14,7.21,NA
2005,2005,Jonas Crafts,TE,University of Texas at El Paso,http://live.dbpedia.org/resource/University_of_Texas_at_El_Paso,Conference USA,Division I,NA,6.2499975,247,4.89,24,NA,NA,NA,NA,NA
2005,2005,Patrick Body,FS,University of Toledo,http://live.dbpedia.org/resource/University_of_Toledo,Mid-American Conference,Division I,NA,6.1666642,196,4.36,NA,NA,NA,NA,NA,NA
2005,2005,Nick Kaczur,OT,University of Toledo,http://live.dbpedia.org/resource/University_of_Toledo,Mid-American Conference,Division I,NA,6.4166641,319,5.28,NA,31.5,NA,NA,NA,NA
2005,2005,Alex Smith,QB,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.3333308,217,4.71,NA,32,113,3.97,6.82,40
2005,2005,Steve Savoy,WR,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,5.9166643,182,4.62,NA,NA,NA,NA,NA,NA
2005,2005,Sione Pouha,DT,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.3333308,325,5.02,32,32.5,107,4.49,7.84,NA
2005,2005,Chris Kemoeatu,OG,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.3333308,344,5.34,26,29,98,4.57,7.75,NA
2005,2005,Paris Warren,WR,University of Utah,http://live.dbpedia.org/resource/University_of_Utah,Pacific-12 Conference,Division I,NA,6.0833309,213,4.71,NA,31.5,NA,NA,NA,NA
2005,2005,Alvin Pearman,RB,University of Virginia,http://live.dbpedia.org/resource/University_of_Virginia,Atlantic Coast Conference,Division I,NA,5.833331,208,4.63,24,34,114,4.1,7.07,NA
2005,2005,Marquis Weeks,SS,University of Virginia,http://live.dbpedia.org/resource/University_of_Virginia,Atlantic Coast Conference,Division I,NA,5.9166643,216,4.56,23,36.5,120,3.93,7.47,NA
2005,2005,Darryl Blackstock,OLB,University of Virginia,http://live.dbpedia.org/resource/University_of_Virginia,Atlantic Coast Conference,Division I,NA,6.2499975,247,4.7,25,39,126,4.32,7.05,NA
2005,2005,Khalif Barnes,OT,University of Washington,http://live.dbpedia.org/resource/University_of_Washington,Pacific-12 Conference,Division I,NA,6.4999974,305,4.92,26,35,106,4.56,7.58,NA
2005,2005,Zach Tuiasosopo,FB,University of Washington,http://live.dbpedia.org/resource/University_of_Washington,Pacific-12 Conference,Division I,NA,6.1666642,246,5,19,25.5,100,4.7,7.58,NA
2005,2005,Charles Frederick,WR,University of Washington,http://live.dbpedia.org/resource/University_of_Washington,Pacific-12 Conference,Division I,NA,5.9166643,194,4.78,NA,33,108,4.35,7.41,NA
2005,2005,Mike Watson,OT,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,6.3333308,316,5.46,NA,27.5,100,NA,NA,NA
2005,2005,Kay-Jay Harris,RB,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,6.0833309,243,4.56,NA,38,122,4.1,7.22,NA
2005,2005,Chris Henry,WR,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,6.3333308,197,4.5,NA,NA,NA,NA,NA,NA
2005,2005,Tim Brown,OT,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,6.4166641,318,5.6,23,29,93,4.92,7.86,NA
2005,2005,Rasheed Marshall,QB,West Virginia University,http://live.dbpedia.org/resource/West_Virginia_University,Big 12 Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2005,2005,Anttaj Hawthorne,DT,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.3333308,325,5.23,21,27,100,4.72,8,NA
2005,2005,Erasmus James,DE,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.3333308,266,4.81,NA,37.5,122,4.44,7.56,NA
2005,2005,Anthony Davis,RB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,5.5833311,200,4.5,18,38,121,NA,7.39,NA
2005,2005,Jonathan Clinkscale,OG,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.1666642,315,5.51,NA,27.5,99,NA,NA,NA
2005,2005,Dan Buenning,OG,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.3333308,320,5.35,29,28,111,4.64,7.93,NA
2005,2005,Scott Starks,CB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,5.7499977,172,4.37,13,43,137,3.9,6.99,NA
2005,2005,Jason Jefferson,DT,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.1666642,310,5.1,NA,28.5,102,4.48,7.8,NA
2005,2005,Jonathan Welsh,OLB,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,6.2499975,245,4.61,19,40.5,130,4.22,7.84,NA
2005,2005,Jim Leonhard,FS,University of Wisconsin at Madison,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,Big Ten Conference,Division I,NA,5.6666644,191,4.63,19,NA,NA,NA,NA,NA
2005,2005,Adam Seward,ILB,"University of Nevada, Las Vegas",http://live.dbpedia.org/resource/UNLV_Rebels,Mountain West Conference,Division I,NA,6.1666642,248,4.6,33,36.5,120,4.11,7.17,NA
2005,2005,Jamaal Brimmer,SS,"University of Nevada, Las Vegas",http://live.dbpedia.org/resource/UNLV_Rebels,Mountain West Conference,Division I,NA,6.1666642,216,4.8,16,32,113,4.64,7.79,NA
2005,2005,Jovan Haye,DE,Vanderbilt University,http://live.dbpedia.org/resource/Vanderbilt_University,Southeastern Conference,Division I,NA,6.1666642,284,4.74,33,34,110,4.38,7.4,NA
2005,2005,Justin Geisinger,OT,Vanderbilt University,http://live.dbpedia.org/resource/Vanderbilt_University,Southeastern Conference,Division I,NA,6.3333308,322,5.38,34,25,95,4.62,7.87,NA
2005,2005,Brian Randall,QB,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2005,2005,Jim Davis,DE,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,6.3333308,277,5.05,NA,34,NA,4.23,7.11,NA
2005,2005,Jon Dunn,OT,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,6.5833307,328,5.4,NA,NA,NA,NA,NA,NA
2005,2005,Eric Green,CB,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,6.0833309,198,4.52,NA,38,120,3.9,NA,NA
2005,2005,Bryan Randall,QB,Virginia Tech,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,Atlantic Coast Conference,Division I,NA,6.0833309,225,4.71,NA,33,113,4.09,6.97,19
2005,2005,Eric King,CB,Wake Forest University,http://live.dbpedia.org/resource/Wake_Forest_University,Atlantic Coast Conference,Division I,NA,5.7499977,189,4.43,12,NA,NA,NA,NA,NA
2005,2005,Calvin Armstrong,OT,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,6.5833307,325,5.51,26,34,100,4.66,7.63,NA
2005,2005,Karl Paymah,CB,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,6.0833309,204,4.35,15,41.5,125,3.91,7.09,NA
2005,2005,Sam Lightbody,OT,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,6.7499973,321,5.62,NA,30,108,4.44,7.97,NA
2005,2005,Hamza Abdullah,SS,Washington State University,http://live.dbpedia.org/resource/Washington_State_University,Pacific-12 Conference,Division I,NA,6.1666642,214,NA,18,39,114,NA,6.96,NA
2006,2006,Danieal Manning,CB,Abilene Christian University,http://live.dbpedia.org/resource/Abilene_Christian_University,Lone Star Conference,Division II,NA,5.9166643,202,4.48,17,39,123,4.08,7.24,NA
2006,2006,Tarvaris Jackson,QB,Albany State University,http://live.dbpedia.org/resource/Alabama_State_University,Southwestern Conference,Division I-AA,NA,6.1666642,226,4.69,NA,31.5,107,4.4,7.41,19
2006,2006,DeMeco Ryans,OLB,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.0833309,236,4.65,23,39,129,4.18,7.19,NA
2006,2006,Charlie Peprah,SS,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,5.9166643,206,4.66,15,37.5,119,4.1,6.81,NA
2006,2006,Mark Anderson,DE,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.3333308,254,4.62,20,42,127,4.24,6.96,NA
2006,2006,Freddie Roach,ILB,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.1666642,257,4.93,NA,34,111,4.42,7.51,NA
2006,2006,Brodie Croyle,QB,University of Alabama,http://live.dbpedia.org/resource/Alabama_University,Southeastern Conference,Division I,NA,6.2499975,205,4.88,NA,30.5,104,4.26,7.36,24
2006,2006,Jamar Williams,OLB,Arizona State University,http://live.dbpedia.org/resource/Arizona_State_University,Pacific-12 Conference,Division I,NA,6.0833309,236,4.59,NA,37,120,4.29,7.03,NA
2006,2006,Dale Robinson,ILB,Arizona State University,http://live.dbpedia.org/resource/Arizona_State_University,Pacific-12 Conference,Division I,NA,6.0833309,231,4.76,18,33,108,4.33,7.3,NA
2006,2006,Derek Hagan,WR,Arizona State University,http://live.dbpedia.org/resource/Arizona_State_University,Pacific-12 Conference,Division I,NA,6.1666642,208,4.45,NA,36,124,4.07,NA,NA
2006,2006,Troy Reddick,OG,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.4166641,334,5.57,21,NA,NA,4.86,7.93,NA
2006,2006,Ben Obomanu,WR,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.0833309,205,4.45,NA,38,116,4.23,7.18,NA
2006,2006,Tommy Jackson,DT,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.0833309,304,5.19,26,31,104,4.61,7.74,NA
2006,2006,Devin Aromashodu,WR,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.2499975,201,4.35,NA,39,120,4.17,7.05,NA
2006,2006,Anthony Mix,WR,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.3333308,235,4.48,NA,31.5,111,NA,NA,NA
2006,2006,Marcus McNeill,OT,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.666664,336,5.07,NA,31,98,5.04,8.19,NA
2006,2006,Stanley McClover,DE,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.2499975,262,4.7,19,39,114,4.52,7.88,NA
2006,2006,Cooper Wallace,TE,Auburn University,http://live.dbpedia.org/resource/Auburn_University,Southeastern Conference,Division I,NA,6.3333308,261,4.78,21,29,105,4.22,7.3,NA
2006,2006,Willie Andrews,SS,Baylor University,http://live.dbpedia.org/resource/Baylor_University,Big 12 Conference,Division I,NA,5.833331,193,4.43,7,36.5,124,4.31,7,NA
2006,2006,Jhari Evans,OT,Bloomsburg University of Pennsylvania,http://live.dbpedia.org/resource/Bloomsburg_University_of_Pennsylvania,Pennsylvania State Athletic Conference,Division II,NA,6.4166641,316,5.25,20,27,95,4.88,7.98,NA
2006,2006,Daryn Colledge,OT,Boise State University,http://live.dbpedia.org/resource/Boise_State_University,Mountain West Conference,Division I,NA,6.4166641,299,5.05,21,32.5,110,4.6,7.46,NA
2006,2006,Pat Ross,C,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.3333308,301,4.99,23,NA,NA,NA,NA,NA
2006,2006,Mathias Kiwanuka,DE,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.4999974,266,4.7,17,32,120,4.15,7.29,NA
2006,2006,Will Blackmon,CB,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.0833309,198,4.47,NA,41,133,4.24,6.69,NA
2006,2006,Jeremy Trueblood,OT,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.666664,316,5.25,20,27.5,96,4.71,7.84,NA
2006,2006,Quinton Porter,QB,Boston College University,http://live.dbpedia.org/resource/Boston_College_University,Atlantic Coast Conference,Division I,NA,6.4166641,233,4.67,NA,33.5,116,4.1,6.77,NA
2006,2006,Omar Jacobs,QB,Bowling Green State University,http://live.dbpedia.org/resource/Bowling_Green_State_University,Mid-American Conference,Division I,NA,6.3333308,232,4.84,NA,32.5,108,4.31,7.47,38
2006,2006,Todd Watkins,WR,Brigham Young University,http://live.dbpedia.org/resource/Brigham_Young_University,I-A Independent,Division I,NA,6.2499975,202,4.4,NA,37,118,4.25,7.13,NA
2006,2006,Manaia Brown,DT,Brigham Young University,http://live.dbpedia.org/resource/Brigham_Young_University,I-A Independent,Division I,NA,6.2499975,301,5.1,21,34.5,111,4.49,7.65,NA
2006,2006,Naufahu Tahi,FB,Brigham Young University,http://live.dbpedia.org/resource/Brigham_Young_University,I-A Independent,Division I,NA,6.0833309,254,4.85,35,29,101,4.7,7.74,NA
2006,2006,Chris Gocong,DE,California Polytechnic State University,http://live.dbpedia.org/resource/California_Polytechnic_State_University,Big Sky Conference,Division I-AA,NA,6.1666642,263,4.7,28,38.5,123,4.09,7.06,NA
2006,2006,Kent Smith,QB,Central Michigan University,http://live.dbpedia.org/resource/Central_Michigan_University,Mid-American Conference,Division I,NA,6.4166641,216,4.57,NA,35,122,4.48,7.43,16
2006,2006,Delanie Walker,WR,Central Missouri State University,http://live.dbpedia.org/resource/University_of_Central_Missouri,Mid-America Intercollegiate Athletics Association,Division II,NA,6.0833309,240,4.49,NA,36.5,118,NA,NA,NA
2006,2006,Tye Hill,CB,Clemson University,http://live.dbpedia.org/resource/Clemson_University,Atlantic Coast Conference,Division I,NA,5.833331,185,4.34,NA,41,129,4.05,6.64,NA
2006,2006,Charles Bennett,DE,Clemson University,http://live.dbpedia.org/resource/Clemson_University,Atlantic Coast Conference,Division I,NA,6.3333308,258,4.7,19,33.5,115,4.53,7.49,NA
2006,2006,Charlie Whitehurst,QB,Clemson University,http://live.dbpedia.org/resource/Clemson_University,Atlantic Coast Conference,Division I,NA,6.4166641,223,4.75,NA,33,112,4.12,7,33
