CombineYear,DraftYear,Player,Position,DBPediaCollege_Name,DBPediaURI_College,Conference,Division,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic
2005,2005,Luis Castillo,DT,Northwestern University,http://live.dbpedia.org/resource/Northwestern_University,Big 12 Conference,Division I,NA,6.2499975,305,4.79,32,34.5,112,NA,NA,NA
2005,2005,Trai Essex,OT,Northwestern University,http://live.dbpedia.org/resource/Northwestern_University,Big 12 Conference,Division I,NA,6.4166641,322,5.61,NA,29,96,4.93,8.13,NA
2005,2005,Noah Herron,RB,Northwestern University,http://live.dbpedia.org/resource/Northwestern_University,Big 12 Conference,Division I,NA,5.9166643,200,4.6,17,31,108,4.03,6.96,NA
2005,2005,Jerome Collins,TE,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,6.3333308,267,4.71,21,NA,118,NA,NA,NA
2005,2005,Mike Goolsby,ILB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,6.2499975,249,4.93,NA,29.5,112,4.44,7.33,NA
2005,2005,Ryan Grant,RB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,6.0833309,215,4.43,17,33.5,115,4.14,7.1,NA
2005,2005,Simon Fraser,DE,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.4999974,288,5,23,28,106,4.43,7.54,NA
2005,2005,Dustin Fox,FS,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,5.9166643,191,4.43,7,43.5,NA,NA,NA,NA
2005,2005,Maurice Clarett,RB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.0833309,234,4.78,22,34,115,NA,NA,NA
2005,2005,Vernand Morency,RB,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,NA,5.833331,212,4.51,19,33.5,NA,4.2,7.02,NA
2005,2005,Darrent Williams,CB,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,NA,5.7499977,176,4.3,16,39,124,3.96,6.97,NA
2005,2005,Billy Bajema,TE,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,NA,6.4166641,261,4.74,16,31.5,113,4.3,7.05,NA
2005,2005,Bill Swancutt,DE,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.3333308,270,5,23,34,113,4.24,7.36,NA
2005,2005,Aric Williams,CB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.0833309,187,4.58,8,36,117,NA,NA,NA
2005,2005,Doug Nienhuis,OG,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.4999974,307,5.15,22,29.5,99,4.52,7.53,NA
2005,2005,Derek Anderson,QB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.4999974,242,5.03,NA,29,103,4.67,7.67,23
2005,2005,Jonathan Pollard,OLB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.0833309,247,4.68,21,35,116,4.08,7.42,NA
2005,2005,Brandon Browner,CB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.3333308,221,4.63,13,36.5,123,4.24,7.2,NA
2005,2005,Larry Brackins,WR,Pearl River Community College,http://live.dbpedia.org/resource/Pearl_River_Community_College,Mississippi Association of Community & Junior Colleges,NJCAA,NA,6.4166641,205,4.58,NA,35,112,4.44,7.16,NA
2005,2005,Cameron Wake,OLB,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,NA,6.2499975,236,4.65,20,45.5,130,4.13,7.12,NA
2005,2005,Tony Curtis,TE,Portland State University,http://live.dbpedia.org/resource/Portland_State_University,Big Sky Conference,Division I-AA,NA,6.4999974,269,4.93,21,NA,115,NA,NA,NA
2005,2005,Kyle Orton,QB,Purdue University,http://live.dbpedia.org/resource/Purdue_University,Big Ten Conference,Division I,NA,6.3333308,233,5.06,NA,26.5,NA,4.54,7.39,27
2005,2005,Terry Holley,SS,Rice University,http://live.dbpedia.org/resource/Rice_University,Conference USA,Division I,NA,6.0833309,211,4.64,24,37,115,NA,NA,NA
2005,2005,Dustin Long,QB,Sam Houston State University,http://live.dbpedia.org/resource/Sam_Houston_State_University,Southland Conference,Division I-AA,NA,6.2499975,208,4.67,NA,30.5,108,4.14,6.77,27
2005,2005,Efrem Hill,WR,Samford University,http://live.dbpedia.org/resource/Samford_University,Southern Athletic Conference,Division I-AA,NA,6.0833309,179,4.58,NA,37.5,124,4.07,7.43,NA
2005,2005,Marviel Underwood,FS,San Diego State University,http://live.dbpedia.org/resource/San_Diego_State_University,Mountain West Conference,Division I,NA,5.833331,197,4.45,19,38,118,4.22,7.12,NA
2005,2005,Kirk Morrison,ILB,San Diego State University,http://live.dbpedia.org/resource/San_Diego_State_University,Mountain West Conference,Division I,NA,6.0833309,235,4.69,25,NA,NA,4.35,NA,NA
2005,2005,Dan Connolly,OT,Southeast Missouri State,http://live.dbpedia.org/resource/Southeast_Missouri_State_University,Ohio Valley Conference,Division I-AA,NA,6.3333308,311,5.19,22,28.5,108,4.54,7.67,NA
2005,2005,Brandon Jacobs,RB,Southern Illinois University,http://live.dbpedia.org/resource/Southern_Illinois_University,Missouri Valley Conference,Division I-AA,NA,6.3333308,267,4.56,19,37,118,4.49,7.54,NA
2005,2005,Jeremy Parquet,OT,University of Southern Mississippi,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,Conference USA,Division I,NA,6.5833307,323,5.31,17,29.5,94,4.9,7.97,NA
2005,2005,Michael Boley,OLB,University of Southern Mississippi,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,Conference USA,Division I,NA,6.2499975,236,4.56,NA,34,113,4.12,7.08,NA
2005,2005,Marques Harris,OLB,Southern Utah University,http://live.dbpedia.org/resource/Southern_Utah_University,Big Sky Conference,Division I-AA,NA,6.0833309,231,4.71,22,40.5,117,4.07,7.2,NA
2005,2005,Stanley Wilson,CB,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,NA,6.0833309,185,4.36,14,39.5,125,NA,NA,NA
2005,2005,O.J. Atogwe,FS,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,NA,5.9166643,219,4.52,22,NA,NA,NA,NA,NA
2005,2005,Alex Smith,TE,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,NA,6.3333308,258,4.75,28,NA,NA,NA,NA,NA
2005,2005,Adam Terry,OT,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,6.666664,330,5.4,NA,28,96,4.79,7.9,NA
2005,2005,Walter Reyes,RB,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,5.833331,209,4.52,16,32,109,4.39,7.24,NA
2005,2005,Diamond Ferri,SS,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,5.833331,223,4.59,20,35.5,111,4.16,7.16,NA
2005,2005,Rian Wallace,OLB,Temple University,http://live.dbpedia.org/resource/Temple_University,Big East Conference,Division I,NA,6.2499975,241,4.68,10,35.5,NA,3.97,7.46,NA
2005,2005,Frank Omiyale,OT,Tennessee Technological University,http://live.dbpedia.org/resource/Tennessee_Technological_University,Ohio Valley Conference,Division I-AA,NA,6.3333308,310,5.3,22,29.5,101,4.72,8.22,NA
2005,2005,Terrence Murphy,WR,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.0833309,202,4.39,NA,NA,NA,NA,NA,NA
2005,2005,Mike Montgomery,DE,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.4166641,276,5.05,19,34.5,115,4.33,7.39,NA
2005,2005,Keith Joseph,FB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.1666642,250,4.68,27,33,113,4.2,7.43,NA
2005,2005,Geoff Hangartner,C,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.4166641,301,5.21,26,28.5,103,4.57,7.62,NA
2005,2005,Martin Patterson,ILB,Texas Christian University,http://live.dbpedia.org/resource/Texas_Christian_University,Big 12 Conference,Division I,NA,6.1666642,243,4.89,21,34,115,4.21,7.33,NA
2005,2005,Anthony Alabi,OT,Texas Christian University,http://live.dbpedia.org/resource/Texas_Christian_University,Big 12 Conference,Division I,NA,6.4166641,310,5.12,18,32.5,105,4.6,7.64,NA
2005,2005,Reggie Harrell,WR,Texas Christian University,http://live.dbpedia.org/resource/Texas_Christian_University,Big 12 Conference,Division I,NA,6.2499975,214,4.58,NA,35,115,4.13,7.42,NA
2005,2005,Daniel Loper,OT,Texas Tech University,http://live.dbpedia.org/resource/Texas_Tech_University,Big 12 Conference,Division I,NA,6.4999974,306,5.3,14,32,101,4.69,7.76,NA
2005,2005,Adell Duckett,DE,Texas Tech University,http://live.dbpedia.org/resource/Texas_Tech_University,Big 12 Conference,Division I,NA,6.3333308,270,4.93,14,34.5,105,4.35,7.75,NA
2005,2005,Dylan Gandy,OG,Texas Tech University,http://live.dbpedia.org/resource/Texas_Tech_University,Big 12 Conference,Division I,NA,6.2499975,304,5.12,NA,29.5,100,4.51,7.65,NA
2005,2005,Nehemiah Broughton,RB,"The Citadel, The Military College of South Carolina","http://live.dbpedia.org/resource/The_Citadel,_The_Military_College_of_South_Carolina",Southern Athletic Conference,Division I-AA,NA,6.0833309,250,4.59,25,30,108,4.37,7.55,NA
2005,2005,DeMarcus Ware,OLB,Troy University,http://live.dbpedia.org/resource/Troy_University,Sun Belt Conference,Division I,NA,6.3333308,251,4.56,27,38.5,122,4.07,6.85,NA
2005,2005,Charlie Frye,QB,University of Akron,http://live.dbpedia.org/resource/University_of_Akron,Mid-American Conference,Division I,NA,6.3333308,225,4.79,NA,33,113,4.09,6.95,38
2005,2005,Matt Jones,TE,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,NA,6.4999974,242,4.37,NA,39.5,129,NA,NA,19
2005,2005,DeCori Birmingham,RB,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,NA,5.833331,210,4.56,14,34.5,118,4.29,7.14,NA
2005,2005,Aaron Rodgers,QB,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,NA,6.1666642,223,4.71,NA,34.5,110,NA,7.39,39
2005,2005,J.J. Arrington,RB,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,NA,5.7499977,214,4.4,18,35,121,4.1,6.81,NA
2005,2005,Lorenzo Alexander,DT,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,NA,6.1666642,289,5.12,28,29.5,NA,4.55,7.55,NA
2005,2005,Ryan Riddle,DE,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,NA,6.1666642,253,4.82,18,NA,NA,NA,NA,NA
2005,2005,Chase Lyman,WR,"University of California, Berkeley",http://live.dbpedia.org/resource/University_of_California,Pacific-12 Conference,Division I,NA,6.2499975,217,4.5,16,NA,NA,NA,NA,NA
2005,2005,Ben Emanuel,FS,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,NA,6.2499975,212,4.57,21,NA,NA,NA,NA,NA
2005,2005,Tab Perry,WR,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,NA,6.2499975,219,4.46,NA,34,116,NA,7.01,NA
2005,2005,Craig Bragg,WR,"University of California, Los Angeles","http://live.dbpedia.org/resource/University_of_California,_Los_Angeles",Pacific-12 Conference,Division I,NA,6.0833309,196,4.46,NA,36,NA,NA,NA,NA
2005,2005,Alex Haynes,RB,University of Central Florida,http://live.dbpedia.org/resource/University_of_Central_Florida,Big East Conference,Division I,NA,5.833331,223,4.51,21,32.5,NA,NA,NA,NA
2005,2005,Atari Bigby,SS,University of Central Florida,http://live.dbpedia.org/resource/University_of_Central_Florida,Big East Conference,Division I,NA,5.9166643,214,4.65,19,35,NA,4.11,7,NA
2005,2005,Tyjuan Hagler,OLB,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,NA,6.0833309,236,4.59,35,35.5,124,4.13,7.21,NA
2005,2005,Daven Holly,CB,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,NA,5.9166643,192,4.39,15,39,115,4.08,7.16,NA
2005,2005,Jamar Enzor,OLB,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,NA,6.0833309,243,4.75,21,NA,NA,NA,NA,NA
2005,2005,Gino Guidugli,QB,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,NA,6.3333308,229,5,NA,29,103,4.55,7.41,30
2005,2005,Andre Frazier,DE,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,NA,6.4166641,234,4.66,19,38,124,4.12,7.09,NA
2005,2005,Gino Guigudli,QB,University of Cincinnati,http://live.dbpedia.org/resource/University_of_Cincinnati,Big East Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
2005,2005,Bobby Purify,RB,University of Colorado at Boulder,http://live.dbpedia.org/resource/University_of_Colorado,Pacific-12 Conference,Division I,NA,6.0833309,212,4.67,15,33.5,116,4.17,7.22,NA
2005,2005,Sam Wilder,OT,University of Colorado at Boulder,http://live.dbpedia.org/resource/University_of_Colorado,Pacific-12 Conference,Division I,NA,6.4166641,302,5.31,23,26.5,102,4.52,7.44,NA
2005,2005,Dan Orlovsky,QB,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,NA,6.4166641,225,4.93,NA,29.5,107,4.43,7.33,30
2005,2005,Dan Orlovski,QB,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2005,2005,Tyler King,DE,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,NA,6.4999974,271,4.87,20,36,118,4.35,7.58,NA
2005,2005,Alfred Fincher,ILB,University of Connecticut,http://live.dbpedia.org/resource/University_of_Connecticut,Big East Conference,Division I,NA,6.1666642,238,4.68,25,31.5,112,4.48,7.7,NA
2005,2005,Jon Colon,OT,University of Florida,http://live.dbpedia.org/resource/University_of_Florida,Southeastern Conference,Division I,NA,6.5833307,317,5.64,NA,25.5,85,4.89,8.03,NA
2005,2005,David Greene,QB,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,NA,6.3333308,226,4.78,NA,31.5,115,4.13,7,21
2005,2005,Thomas Davis,FS,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,NA,6.0833309,230,4.6,NA,36.5,115,4.01,7.1,NA
2005,2005,Odell Thurman,ILB,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,NA,6.0833309,233,4.62,23,34,NA,4.28,7.35,NA
2005,2005,Fred Gibson,WR,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,NA,6.3333308,196,4.55,NA,38.5,126,4.14,7.03,NA
2005,2005,Reggie Brown,WR,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,NA,6.1666642,196,4.45,NA,41.5,128,4,6.99,NA
2005,2005,David Pollack,DE,University of Georgia,http://live.dbpedia.org/resource/University_of_Georgia,Southeastern Conference,Division I,NA,6.1666642,265,4.75,25,37,120,3.94,6.87,NA
2005,2005,Chad Owens,WR,University of Hawaii,http://live.dbpedia.org/resource/University_of_Hawaii,Mountain West Conference,Division I,NA,5.6666644,183,4.62,23,37,116,3.95,6.71,NA
2005,2005,Abraham Elimimian,CB,University of Hawaii,http://live.dbpedia.org/resource/University_of_Hawaii,Mountain West Conference,Division I,NA,5.833331,190,4.62,14,39,121,4.05,NA,NA
2005,2005,Timmy Chang,QB,University of Hawaii,http://live.dbpedia.org/resource/University_of_Hawaii,Mountain West Conference,Division I,NA,6.0833309,211,5.08,NA,29,111,4.21,7.26,26
2005,2005,Stanford Routt,CB,University of Houston,http://live.dbpedia.org/resource/University_of_Houston,Big East Conference,Division I,NA,6.1666642,193,4.27,NA,36.5,129,3.9,6.63,NA
2005,2005,Duke Preston,C,University of Illinois at Urbana-Champaign,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,Big Ten Conference,Division I,NA,6.4166641,311,NA,21,32,96,4.53,7.58,NA
2005,2005,Kelvin Hayden,CB,University of Illinois at Urbana-Champaign,http://live.dbpedia.org/resource/University_of_Illinois_at_Urbana-Champaign,Big Ten Conference,Division I,NA,5.9166643,197,4.45,17,34,111,3.9,6.87,NA
2005,2005,Courtney Roby,WR,Indiana University Bloomington,http://live.dbpedia.org/resource/Indiana_University_Bloomington,Big Ten Conference,Division I,NA,6.0833309,189,4.41,NA,36.5,126,4,6.61,NA
2005,2005,Pete McMahon,OT,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,NA,6.666664,329,5.43,26,27,92,4.8,7.98,NA
2005,2005,Derreck Robinson,DT,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,NA,6.3333308,289,NA,27,34.5,114,4.53,7.97,NA
2005,2005,Jonathan Babineaux,DT,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,NA,6.1666642,286,4.87,21,29.5,109,4.62,7.71,NA
2005,2005,Matt Roth,DE,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,NA,6.3333308,278,4.81,26,32,112,4.36,7.65,NA
2005,2005,Tony Jackson,TE,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,NA,6.1666642,266,4.75,23,33,113,4.52,7.52,NA
2005,2005,Sean Considine,FS,University of Iowa,http://live.dbpedia.org/resource/University_of_Iowa,Big Ten Conference,Division I,NA,6.0833309,212,4.5,19,37,117,3.93,7.11,NA
2005,2005,David McMillan,DE,University of Kansas,http://live.dbpedia.org/resource/University_of_Kansas,Big 12 Conference,Division I,NA,6.2499975,262,4.58,16,34,120,4.08,7.11,NA
2005,2005,Vincent Burns,DE,University of Kentucky,http://live.dbpedia.org/resource/University_of_Kentucky,Southeastern Conference,Division I,NA,6.0833309,267,4.84,25,35,122,4.41,7.24,NA
2005,2005,Kerry Rhodes,FS,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,NA,6.2499975,209,4.56,12,42,123,4.17,6.94,NA
2005,2005,Robert McCune,ILB,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,NA,6.0833309,245,4.5,34,NA,NA,NA,NA,NA
2005,2005,J.R. Russell,WR,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,NA,6.2499975,206,4.56,NA,34.5,NA,NA,NA,NA
2005,2005,Lionel Gates,RB,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,NA,6.0833309,222,4.6,23,36,121,4.12,7.17,NA
2005,2005,Stefan LeFors,QB,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,NA,6.0833309,208,4.56,NA,31,111,4.13,7.04,35
2005,2005,Eric Shelton,RB,University of Louisville,http://live.dbpedia.org/resource/University_of_Louisville,Big East Conference,Division I,NA,6.1666642,246,4.53,NA,38.5,124,4.08,7.46,NA
2005,2005,Shawne Merriman,DE,"University of Maryland, College Park","http://live.dbpedia.org/resource/University_of_Maryland,_College_Park",Atlantic Coast Conference,Division I,NA,6.4166641,272,4.68,25,NA,NA,NA,NA,NA
2005,2005,Domonique Foxworth,CB,"University of Maryland, College Park","http://live.dbpedia.org/resource/University_of_Maryland,_College_Park",Atlantic Coast Conference,Division I,NA,5.9166643,184,4.34,14,41,125,3.89,6.78,NA
2005,2005,C.J. Brooks,OG,"University of Maryland, College Park","http://live.dbpedia.org/resource/University_of_Maryland,_College_Park",Atlantic Coast Conference,Division I,NA,6.4999974,309,5.18,24,31.5,108,4.59,7.63,NA
2005,2005,Albert Means,DT,University of Memphis,http://live.dbpedia.org/resource/University_of_Memphis,Conference USA,Division I,NA,6.3333308,318,5.4,26,27,96,4.91,8.21,NA
2005,2005,Roscoe Parrish,WR,University of Miami,http://live.dbpedia.org/resource/University_of_Miami,Atlantic Coast Conference,Division I,NA,5.833331,170,4.37,NA,NA,NA,NA,NA,NA
2005,2005,Antrel Rolle,CB,University of Miami,http://live.dbpedia.org/resource/University_of_Miami,Atlantic Coast Conference,Division I,NA,5.9999976,198,4.5,15,NA,NA,NA,NA,NA
2005,2005,Brock Berlin,QB,University of Miami,http://live.dbpedia.org/resource/University_of_Miami,Atlantic Coast Conference,Division I,NA,6.1666642,218,4.83,NA,29,109,4.54,7.51,13
2005,2005,Chris Myers,OG,University of Miami,http://live.dbpedia.org/resource/University_of_Miami,Atlantic Coast Conference,Division I,NA,6.4166641,300,5.18,25,NA,NA,NA,NA,NA
2005,2005,Marlin Jackson,CB,University of Michigan,http://live.dbpedia.org/resource/University_of_Michigan,Big Ten Conference,Division I,NA,6.0833309,198,4.52,23,36,125,3.96,6.95,NA
2005,2005,Braylon Edwards,WR,University of Michigan,http://live.dbpedia.org/resource/University_of_Michigan,Big Ten Conference,Division I,NA,6.2499975,210,4.45,22,NA,NA,NA,NA,NA
2005,2005,Markus Curry,CB,University of Michigan,http://live.dbpedia.org/resource/University_of_Michigan,Big Ten Conference,Division I,NA,5.9166643,181,4.59,12,35,117,3.89,7.04,NA
2005,2005,David Baas,OG,University of Michigan,http://live.dbpedia.org/resource/University_of_Michigan,Big Ten Conference,Division I,NA,6.4166641,319,5.06,29,29.5,105,4.48,7.52,NA
2005,2005,Kevin Dudley,FB,University of Michigan,http://live.dbpedia.org/resource/University_of_Michigan,Big Ten Conference,Division I,NA,6.0833309,238,4.91,19,30,109,4.58,7.27,NA
2005,2005,Marion Barber,RB,University of Minnesota,http://live.dbpedia.org/resource/University_of_Minnesota,Big Ten Conference,Division I,NA,5.9999976,221,4.53,20,40,NA,NA,NA,NA
2005,2005,Chris Spencer,C,University of Mississippi,http://live.dbpedia.org/resource/University_of_Mississippi,Southeastern Conference,Division I,NA,6.2499975,309,5.21,26,32,105,4.61,8.07,NA
2005,2005,Marcus Johnson,OG,University of Mississippi,http://live.dbpedia.org/resource/University_of_Mississippi,Southeastern Conference,Division I,NA,6.5833307,321,5.45,21,27.5,104,4.75,7.73,NA
2005,2005,Doug Buckles,OG,University of Mississippi,http://live.dbpedia.org/resource/University_of_Mississippi,Southeastern Conference,Division I,NA,6.4166641,311,5.53,18,23.5,89,4.83,8.17,NA
2005,2005,Atiyyah Ellison,DT,University of Missouri,http://live.dbpedia.org/resource/University_of_Missouri,Southeastern Conference,Division I,NA,6.3333308,305,5.07,25,27.5,103,4.83,8.01,NA
2005,2005,C.J. Mosley,DT,University of Missouri,http://live.dbpedia.org/resource/University_of_Missouri,Southeastern Conference,Division I,NA,6.1666642,312,5.08,27,27.5,100,4.65,8.21,NA
2005,2005,Craig Ochs,QB,University of Montana,http://live.dbpedia.org/resource/University_of_Montana,Big Sky Conference,Division I-AA,NA,6.1666642,212,4.87,NA,28.5,104,4.19,7.03,34
2005,2005,Justin Green,FB,University of Montana,http://live.dbpedia.org/resource/University_of_Montana,Big Sky Conference,Division I-AA,NA,6.0833309,242,4.84,23,31,109,4.22,7.26,NA
2005,2005,Barrett Ruud,ILB,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,NA,6.2499975,241,4.75,25,34.5,112,4,7.22,NA
2005,2005,Richie Incognito,C,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,NA,6.2499975,305,4.84,29,NA,NA,NA,NA,NA
2005,2005,Josh Bullocks,FS,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,NA,6.0833309,209,4.46,NA,37.5,118,4.09,7.09,NA
2005,2005,Benard Thomas,DE,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,NA,6.3333308,269,4.9,27,30,108,4.34,8.24,NA
2005,2005,Fabian Washington,CB,University of Nebraska at Lincoln,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,Big Ten Conference,Division I,NA,5.9166643,188,4.29,18,41.5,129,3.91,NA,NA
2005,2005,Harvey Dahl,OT,"University of Nevada, Reno","http://live.dbpedia.org/resource/University_of_Nevada,_Reno",Mountain West Conference,Division I,NA,6.4999974,299,5.42,17,27,99,4.6,8.16,NA
2005,2005,Claude Terrell,OG,University of New Mexico,http://live.dbpedia.org/resource/University_of_New_Mexico,Mountain West Conference,Division I,NA,6.1666642,343,5.42,27,24.5,89,4.81,8.19,NA
2005,2005,Madison Hedgecock,FB,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,NA,6.2499975,266,4.87,29,32.5,108,4.26,7.42,NA
2005,2005,Jason Brown,C,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,NA,6.2499975,313,5.4,23,30.5,105,4.52,7.72,NA
2005,2005,Gerald Sensabaugh,FS,University of North Carolina at Chapel Hill,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,Atlantic Coast Conference,Division I,NA,6.0833309,214,4.44,17,46,133,NA,NA,NA
2005,2005,Jason White,QB,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.2499975,223,4.9,NA,31,108,4.22,7.3,31
2005,2005,Brandon Jones,WR,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.1666642,208,4.42,NA,37,114,4.1,7.03,NA
2005,2005,Wes Sims,OT,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.4166641,318,5.39,26,28,108,4.45,7.7,NA
2005,2005,Lance Mitchell,ILB,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,6.1666642,247,4.85,15,33.5,NA,4.41,7.49,NA
2005,2005,Antonio Perkins,CB,University of Oklahoma,http://live.dbpedia.org/resource/University_of_Oklahoma,Big 12 Conference,Division I,NA,5.9166643,190,4.49,10,40,126,4.07,7.17,NA
