player,season,season_name,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
Austin Rivers,2015,2014-2015,2439840,FAME,David Falk,FALSE,nba,Pelicans,FALSE,TO
Austin Rivers,2016,2015-2016,3110796,FAME,David Falk,FALSE,nba,Pelicans,FALSE,TO
Austin Rivers,2017,2016-2017,4236904,FAME,David Falk,FALSE,nba,Pelicans,FALSE,QO
Brian Roberts,2014,2013-2014,788872,ASM Sports,Andy Miller,FALSE,nba,Pelicans,FALSE,G
Brian Roberts,2015,2014-2015,1115243,ASM Sports,Andy Miller,FALSE,nba,Pelicans,FALSE,QO
Darius Miller,2014,2013-2014,788872,The Neustadt Group,Doug Neustadt,FALSE,nba,Pelicans,FALSE,G
Darius Miller,2015,2014-2015,1115243,The Neustadt Group,Doug Neustadt,FALSE,nba,Pelicans,FALSE,QO
Eric Gordon,2014,2013-2014,14283844,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pelicans,FALSE,G
Eric Gordon,2015,2014-2015,14898938,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pelicans,FALSE,G
Eric Gordon,2016,2015-2016,15514031,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pelicans,FALSE,PO
Greg Stiemsma,2014,2013-2014,2676000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pelicans,FALSE,G
Jason Smith,2014,2013-2014,2500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pelicans,FALSE,G
Jeff Withey,2014,2013-2014,490180,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
Jeff Withey,2015,2014-2015,816482,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,U
Jeff Withey,2016,2015-2016,1147276,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,QO
Jrue Holiday,2014,2013-2014,9713484,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
Jrue Holiday,2015,2014-2015,10404495,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
Jrue Holiday,2016,2015-2016,11095507,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
Jrue Holiday,2017,2016-2017,11786518,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
Lance Thomas,2014,2013-2014,884293,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pelicans,FALSE,U
Lance Thomas,2015,2014-2015,948163,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pelicans,FALSE,U
Ryan Anderson,2014,2013-2014,8308500,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pelicans,FALSE,G
Ryan Anderson,2015,2014-2015,8491500,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pelicans,FALSE,G
Ryan Anderson,2016,2015-2016,8500000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pelicans,FALSE,G
Tyreke Evans,2014,2013-2014,11796247,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
Tyreke Evans,2015,2014-2015,11265416,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
Tyreke Evans,2016,2015-2016,10734586,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
Tyreke Evans,2017,2016-2017,10203755,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
Andre Drummond,2014,2013-2014,2462400,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,G
Andre Drummond,2015,2014-2015,2568360,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,TO
Andre Drummond,2016,2015-2016,3272091,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,TO
Andre Drummond,2017,2016-2017,4433683,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,QO
Brandon Jennings,2014,2013-2014,7655503,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
Brandon Jennings,2015,2014-2015,8000000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
Brandon Jennings,2016,2015-2016,8344497,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
Charlie Villanueva,2014,2013-2014,8580000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
Chauncey Billups,2014,2013-2014,2500000,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,G
Chauncey Billups,2015,2014-2015,2500000,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,TO
Greg Monroe,2014,2013-2014,4086454,FAME,David Falk,FALSE,nba,Pistons,FALSE,G
Greg Monroe,2015,2014-2015,5479934,FAME,David Falk,FALSE,nba,Pistons,FALSE,QO
Jonas Jerebko,2014,2013-2014,4500000,The Neustadt Group,Doug Neustadt,FALSE,nba,Pistons,FALSE,G
Jonas Jerebko,2015,2014-2015,4500000,The Neustadt Group,Doug Neustadt,FALSE,nba,Pistons,FALSE,PO
Josh Harrellson,2014,2013-2014,884293,United Sports and Entertainment Group,Merle Scott,FALSE,nba,Pistons,FALSE,U
Josh Harrellson,2015,2014-2015,948163,United Sports and Entertainment Group,Merle Scott,FALSE,nba,Pistons,FALSE,U
Josh Smith,2014,2013-2014,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
Josh Smith,2015,2014-2015,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
Josh Smith,2016,2015-2016,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
Josh Smith,2017,2016-2017,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
Kentavious Caldwell-Pope,2014,2013-2014,2653080,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,G
Kentavious Caldwell-Pope,2015,2014-2015,2772480,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,G
Kentavious Caldwell-Pope,2016,2015-2016,2891760,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,TO
Kentavious Caldwell-Pope,2017,2016-2017,3678319,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,TO
Kentavious Caldwell-Pope,2018,2017-2018,4958374,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,QO
Kyle Singler,2014,2013-2014,1045000,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
Kyle Singler,2015,2014-2015,1090000,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
Kyle Singler,2016,2015-2016,1362500,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,QO
Luigi Datome,2014,2013-2014,1750000,Side by Side,Stefano Meller,FALSE,nba,Pistons,FALSE,G
Luigi Datome,2015,2014-2015,1750000,Side by Side,Stefano Meller,FALSE,nba,Pistons,FALSE,G
Luigi Datome,2016,2015-2016,2187500,Side by Side,Stefano Meller,FALSE,nba,Pistons,FALSE,QO
Peyton Siva,2014,2013-2014,490180,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,U
Peyton Siva,2015,2014-2015,816482,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,U
Peyton Siva,2016,2015-2016,1147276,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,QO
Rodney Stuckey,2014,2013-2014,8500000,Creative Artists Agency,Leon Rose,FALSE,nba,Pistons,FALSE,G
Tony Mitchell,2014,2013-2014,500000,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
Tony Mitchell,2015,2014-2015,816482,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
Tony Mitchell,2016,2015-2016,947276,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,U
Tony Mitchell,2017,2016-2017,1215696,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,QO
Will Bynum,2014,2013-2014,2790343,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pistons,FALSE,G
Will Bynum,2015,2014-2015,2915908,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pistons,FALSE,G
Aaron Gray,2014,2013-2014,2690875,ASM Sports,Andy Miller,FALSE,nba,Raptors,FALSE,G
Amir Johnson,2014,2013-2014,6500000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Raptors,FALSE,G
Amir Johnson,2015,2014-2015,7000000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Raptors,FALSE,U
Austin Daye,2014,2013-2014,947907,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Raptors,FALSE,G
Austin Daye,2015,2014-2015,1063384,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Raptors,FALSE,U
D.J. Augustin,2014,2013-2014,1267000,IAM Sports,Raymond Brothers,FALSE,nba,Raptors,FALSE,G
DeMar Derozan,2014,2013-2014,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
DeMar Derozan,2015,2014-2015,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
DeMar Derozan,2016,2015-2016,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
DeMar Derozan,2017,2016-2017,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
Dwight Buycks,2014,2013-2014,700000,Relativity Sports,Chris Patrick,FALSE,nba,Raptors,FALSE,G
Dwight Buycks,2015,2014-2015,816482,Relativity Sports,Chris Patrick,FALSE,nba,Raptors,FALSE,U
Dwight Buycks,2016,2015-2016,1147276,Relativity Sports,Chris Patrick,FALSE,nba,Raptors,FALSE,QO
Jonas Valanciunas,2014,2013-2014,3526440,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,G
Jonas Valanciunas,2015,2014-2015,3678360,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,U
Jonas Valanciunas,2016,2015-2016,4660482,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,TO
Jonas Valanciunas,2017,2016-2017,6179799,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,QO
Kyle Lowry,2014,2013-2014,6210000,ASM Sports,Andy Miller,FALSE,nba,Raptors,FALSE,G
Landry Fields,2014,2013-2014,6250000,Octagon Athlete Representation,Chris Emens,FALSE,nba,Raptors,FALSE,G
Landry Fields,2015,2014-2015,6250000,Octagon Athlete Representation,Chris Emens,FALSE,nba,Raptors,FALSE,G
Marcus Camby,2014,2013-2014,2763054,Independent,Richard Kaplan,FALSE,nba,Raptors,TRUE,G
Marcus Camby,2015,2014-2015,646609,Independent,Richard Kaplan,FALSE,nba,Raptors,TRUE,G
Quentin Richardson,2014,2013-2014,1399507,24/7 Sports Management,Jeff Wechsler,FALSE,nba,Raptors,TRUE,G
Quincy Acy,2014,2013-2014,788872,Athlete Management,Michael Silverman,FALSE,nba,Raptors,FALSE,G
Quincy Acy,2015,2014-2015,915243,Athlete Management,Michael Silverman,FALSE,nba,Raptors,FALSE,U
Quincy Acy,2016,2015-2016,1181348,Athlete Management,Michael Silverman,FALSE,nba,Raptors,FALSE,QO
Rudy Gay,2014,2013-2014,17888932,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Raptors,FALSE,G
Rudy Gay,2015,2014-2015,19317326,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Raptors,FALSE,PO
Steve Novak,2014,2013-2014,3750001,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Raptors,FALSE,G
Steve Novak,2015,2014-2015,3445947,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Raptors,FALSE,TO
Steve Novak,2016,2015-2016,3750001,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Raptors,FALSE,G
Terrence Ross,2014,2013-2014,2678640,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,G
Terrence Ross,2015,2014-2015,2793960,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,TO
Terrence Ross,2016,2015-2016,3553917,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,TO
Terrence Ross,2017,2016-2017,4790680,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,QO
Tyler Hansbrough,2014,2013-2014,3183000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Raptors,FALSE,G
Tyler Hansbrough,2015,2014-2015,3326235,Excel Sports Management,Jeff Schwartz,FALSE,nba,Raptors,FALSE,G
Aaron Brooks,2014,2013-2014,884293,Creative Artists Agency,Leon Rose,FALSE,nba,Rockets,FALSE,G
B.J. Young,2014,2013-2014,490180,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,U
B.J. Young,2015,2014-2015,816482,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,U
B.J. Young,2016,2015-2016,947276,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,U
B.J. Young,2017,2016-2017,1215696,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,QO
Chandler Parsons,2014,2013-2014,926500,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
Chandler Parsons,2015,2014-2015,964750,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,U
Donatas Motiejunas,2014,2013-2014,1422720,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,G
Donatas Motiejunas,2015,2014-2015,1483920,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
Donatas Motiejunas,2016,2015-2016,2288205,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
Donatas Motiejunas,2017,2016-2017,3278997,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,QO
Dwight Howard,2014,2013-2014,20513178,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
Dwight Howard,2015,2014-2015,21436271,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
Dwight Howard,2016,2015-2016,22359364,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
Dwight Howard,2017,2016-2017,23282457,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,PO
Francisco Garcia,2014,2013-2014,1265977,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Rockets,FALSE,G
Francisco Garcia,2015,2014-2015,1316809,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Rockets,FALSE,PO
Greg Smith,2014,2013-2014,884293,Impact Sports Basketball,Brian Elfus,FALSE,nba,Rockets,FALSE,U
Greg Smith,2015,2014-2015,1148163,Impact Sports Basketball,Brian Elfus,FALSE,nba,Rockets,FALSE,QO
Isaiah Canaan,2014,2013-2014,570515,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,G
Isaiah Canaan,2015,2014-2015,816482,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,G
Isaiah Canaan,2016,2015-2016,947276,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,U
Isaiah Canaan,2017,2016-2017,1215696,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,QO
James Harden,2014,2013-2014,13701250,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
James Harden,2015,2014-2015,14728844,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
James Harden,2016,2015-2016,15756438,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
James Harden,2017,2016-2017,16784031,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
James Harden,2018,2017-2018,17811625,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,U
Jeremy Lin,2014,2013-2014,8374646,Williams & Connolly,Jim Tanner,FALSE,nba,Rockets,FALSE,G
Jeremy Lin,2015,2014-2015,8374646,Williams & Connolly,Jim Tanner,FALSE,nba,Rockets,FALSE,G
Jordan Henriquez,2014,2013-2014,490180,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,U
Jordan Henriquez,2015,2014-2015,816482,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,U
Jordan Henriquez,2016,2015-2016,947276,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,U
Jordan Henriquez,2017,2016-2017,1215696,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,QO
Marcus Camby,2014,2013-2014,884293,Independent,Richard Kaplan,FALSE,nba,Rockets,FALSE,G
Omer Asik,2014,2013-2014,8374646,ASM Sports,Andy Miller,FALSE,nba,Rockets,FALSE,G
Omer Asik,2015,2014-2015,8374646,ASM Sports,Andy Miller,FALSE,nba,Rockets,FALSE,G
Omri Casspi,2014,2013-2014,947907,Creative Artists Agency,Steve Heumann,FALSE,nba,Rockets,FALSE,G
Omri Casspi,2015,2014-2015,1063384,Creative Artists Agency,Steve Heumann,FALSE,nba,Rockets,FALSE,U
Patrick Beverley,2014,2013-2014,788872,BDA Sports Management,Kevin Bradbury,FALSE,nba,Rockets,FALSE,U
Patrick Beverley,2015,2014-2015,915243,BDA Sports Management,Kevin Bradbury,FALSE,nba,Rockets,FALSE,U
Patrick Beverley,2016,2015-2016,1181348,BDA Sports Management,Kevin Bradbury,FALSE,nba,Rockets,FALSE,QO
Reggie Williams,2014,2013-2014,947907,Interperformances,Ronald Shade,FALSE,nba,Rockets,FALSE,U
Reggie Williams,2015,2014-2015,1063384,Interperformances,Ronald Shade,FALSE,nba,Rockets,FALSE,U
Robert Covington,2014,2013-2014,490180,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,G
Robert Covington,2015,2014-2015,816482,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,U
Robert Covington,2016,2015-2016,947276,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,U
Robert Covington,2017,2016-2017,1215696,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,QO
Ronnie Brewer,2014,2013-2014,1186459,Creative Artists Agency,Henry Thomas,FALSE,nba,Rockets,FALSE,U
Ronnie Brewer,2015,2014-2015,1310286,Creative Artists Agency,Henry Thomas,FALSE,nba,Rockets,FALSE,U
Terrence Jones,2014,2013-2014,1551840,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,G
Terrence Jones,2015,2014-2015,1618680,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
Terrence Jones,2016,2015-2016,2489530,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
Terrence Jones,2017,2016-2017,3532643,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,QO
Tyler Honeycutt,2014,2013-2014,100000,Rival Sports Group,Tony Dutt,FALSE,nba,Rockets,TRUE,G
Arnett Moultrie,2014,2013-2014,1089240,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,G
Arnett Moultrie,2015,2014-2015,1136160,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,TO
Arnett Moultrie,2016,2015-2016,2049633,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,TO
Arnett Moultrie,2017,2016-2017,3039605,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,QO
Evan Turner,2014,2013-2014,6679867,FAME,David Falk,FALSE,nba,Sixers,FALSE,G
Evan Turner,2015,2014-2015,8717226,FAME,David Falk,FALSE,nba,Sixers,FALSE,QO
James Anderson,2014,2013-2014,916099,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,U
James Anderson,2015,2014-2015,981084,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,U
Jason Richardson,2014,2013-2014,6204250,Relativity Sports,Dan Fegan,FALSE,nba,Sixers,FALSE,G
Jason Richardson,2015,2014-2015,6601125,Relativity Sports,Dan Fegan,FALSE,nba,Sixers,FALSE,PO
Kwame Brown,2014,2013-2014,2945901,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Sixers,FALSE,G
Lavoy Allen,2014,2013-2014,3060000,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,G
Lavoy Allen,2015,2014-2015,3825000,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,QO
Royce White,2014,2013-2014,1719480,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,G
Royce White,2015,2014-2015,1793520,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,TO
Royce White,2016,2015-2016,2751260,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,TO
Royce White,2017,2016-2017,3865520,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,QO
Spencer Hawes,2014,2013-2014,6600000,Wasserman Media Group,Arn Tellem,FALSE,nba,Sixers,FALSE,G
Thaddeus Young,2014,2013-2014,8850000,Williams & Connolly,Jim Tanner,FALSE,nba,Sixers,FALSE,G
Thaddeus Young,2015,2014-2015,9410869,Williams & Connolly,Jim Tanner,FALSE,nba,Sixers,FALSE,G
Thaddeus Young,2016,2015-2016,9971739,Williams & Connolly,Jim Tanner,FALSE,nba,Sixers,FALSE,ETO
Tim Ohlbrecht,2014,2013-2014,788872,OTG Entertainment,Tyler Glass,FALSE,nba,Sixers,FALSE,U
Tim Ohlbrecht,2015,2014-2015,915243,OTG Entertainment,Tyler Glass,FALSE,nba,Sixers,FALSE,U
Tim Ohlbrecht,2016,2015-2016,1181348,OTG Entertainment,Tyler Glass,FALSE,nba,Sixers,FALSE,QO
Tony Wroten,2014,2013-2014,1160040,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,G
Tony Wroten,2015,2014-2015,1210080,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,TO
Tony Wroten,2016,2015-2016,2179354,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,TO
Tony Wroten,2017,2016-2017,3201471,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,QO
Aron Baynes,2014,2013-2014,788872,Entersport,Marc Fleisher,FALSE,nba,Spurs,FALSE,G
Aron Baynes,2015,2014-2015,1115243,Entersport,Marc Fleisher,FALSE,nba,Spurs,FALSE,QO
Boris Diaw,2014,2013-2014,4702500,The Neustadt Group,Doug Neustadt,FALSE,nba,Spurs,FALSE,G
Cory Joseph,2014,2013-2014,1120920,Klutch Sports Management,Rich Paul,FALSE,nba,Spurs,FALSE,G
Cory Joseph,2015,2014-2015,2023261,Klutch Sports Management,Rich Paul,FALSE,nba,Spurs,FALSE,TO
Cory Joseph,2016,2015-2016,3034891,Klutch Sports Management,Rich Paul,FALSE,nba,Spurs,FALSE,QO
Danny Green,2014,2013-2014,3762500,BDA Sports Management,Bill Duffy,FALSE,nba,Spurs,FALSE,G
Danny Green,2015,2014-2015,4025000,BDA Sports Management,Bill Duffy,FALSE,nba,Spurs,FALSE,G
Jeff Pendergraph,2014,2013-2014,1750000,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Spurs,FALSE,G
Jeff Pendergraph,2015,2014-2015,1828750,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Spurs,FALSE,G
Kawhi Leonard,2014,2013-2014,1887840,Impact Sports Basketball,Brian Elfus,FALSE,nba,Spurs,FALSE,G
Kawhi Leonard,2015,2014-2015,2894059,Impact Sports Basketball,Brian Elfus,FALSE,nba,Spurs,FALSE,TO
Kawhi Leonard,2016,2015-2016,4045894,Impact Sports Basketball,Brian Elfus,FALSE,nba,Spurs,FALSE,QO
Manu Ginobili,2014,2013-2014,7500000,Interperformances,Herb Rudoy,FALSE,nba,Spurs,FALSE,G
Manu Ginobili,2015,2014-2015,7000000,Interperformances,Herb Rudoy,FALSE,nba,Spurs,FALSE,G
Marco Belinelli,2014,2013-2014,2750000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Spurs,FALSE,G
Marco Belinelli,2015,2014-2015,2873750,Excel Sports Management,Jeff Schwartz,FALSE,nba,Spurs,FALSE,G
Matt Bonner,2014,2013-2014,3945000,Championship Sports,Kenny Grant,FALSE,nba,Spurs,FALSE,G
Nando De Colo,2014,2013-2014,1463000,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
Nando De Colo,2015,2014-2015,1828750,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,QO
Patrick Mills,2014,2013-2014,1133950,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
Tiago Splitter,2014,2013-2014,10000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
Tiago Splitter,2015,2014-2015,9250000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
Tiago Splitter,2016,2015-2016,8500000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
Tiago Splitter,2017,2016-2017,8250000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
Tim Duncan,2014,2013-2014,10361446,Williams & Connolly,Jim Tanner,FALSE,nba,Spurs,FALSE,G
Tim Duncan,2015,2014-2015,10000000,Williams & Connolly,Jim Tanner,FALSE,nba,Spurs,FALSE,PO
Tony Parker,2014,2013-2014,12500000,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
Tony Parker,2015,2014-2015,12500000,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
Alex Len,2014,2013-2014,3492720,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,G
Alex Len,2015,2014-2015,3649920,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,G
Alex Len,2016,2015-2016,3807120,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,TO
Alex Len,2017,2016-2017,4823621,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,TO
Alex Len,2018,2017-2018,6396121,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,QO
Archie Goodwin,2014,2013-2014,1064400,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,G
Archie Goodwin,2015,2014-2015,1112280,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,G
Archie Goodwin,2016,2015-2016,1160160,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,TO
Archie Goodwin,2017,2016-2017,2094089,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,TO
Archie Goodwin,2018,2017-2018,3141133,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,QO
Channing Frye,2014,2013-2014,6400000,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Suns,FALSE,G
Channing Frye,2015,2014-2015,6800000,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Suns,FALSE,PO
Eric Bledsoe,2014,2013-2014,2626473,Klutch Sports Management,Rich Paul,FALSE,nba,Suns,FALSE,G
Eric Bledsoe,2015,2014-2015,3726966,Klutch Sports Management,Rich Paul,FALSE,nba,Suns,FALSE,QO
Gerald Green,2014,2013-2014,3500000,Rival Sports Group,Colin Bryant,FALSE,nba,Suns,FALSE,G
Gerald Green,2015,2014-2015,3500000,Rival Sports Group,Colin Bryant,FALSE,nba,Suns,FALSE,G
Goran Dragic,2014,2013-2014,7500000,BDA Sports Management,Rade Filipovich,FALSE,nba,Suns,FALSE,G
